Fecha,Pozo,Dias,Qo mes (b),Qo prom. mes(bd),Qg mes (MMpc),Qg prom. mes (MMpcd),Qw mes (b),Qw prom. mes (bd),Fw (%),RGA (m3/m3),Días de Operación
01/05/2011,MOLOACÁN-320,31,197.16,6.36,0.11,0.00,0.00,0.00,0.00,98.96,31
01/05/2011,MOLOACÁN-324,31,197.16,6.36,0.11,0.00,0.00,0.00,0.00,98.96,31
01/05/2011,MOLOACÁN-325,31,394.33,12.72,0.11,0.00,681.44,21.98,63.34,49.48,31
01/05/2011,MOLOACÁN-327,31,394.33,12.72,0.22,0.01,227.11,7.33,36.55,98.96,31
01/05/2011,MOLOACÁN-328,31,788.65,25.44,0.22,0.01,0.00,0.00,0.00,49.48,31
01/05/2011,MOLOACÁN-329,31,197.16,6.36,0.11,0.00,908.58,29.31,82.17,98.96,31
01/05/2011,MOLOACÁN-330,31,197.16,6.36,0.11,0.00,277.62,8.96,58.47,98.96,31
01/05/2011,MOLOACÁN-337,31,394.33,12.72,0.11,0.00,681.44,21.98,63.34,49.48,31
01/05/2011,MOLOACÁN-339,31,197.16,6.36,0.11,0.00,454.36,14.66,69.74,98.96,31
01/05/2011,MOLOACÁN-340,31,197.16,6.36,0.11,0.00,227.15,7.33,53.53,98.96,31
01/05/2011,MOLOACÁN-342,31,199.32,6.43,0.11,0.00,0.00,0.00,0.00,99.95,31
01/05/2011,MOLOACÁN-343,31,197.16,6.36,0.11,0.00,227.15,7.33,53.53,98.96,31
01/05/2011,MOLOACÁN-344,31,197.16,6.36,0.11,0.00,227.15,7.33,53.53,98.96,31
01/05/2011,MOLOACÁN-346,31,591.49,19.08,0.11,0.00,0.00,0.00,0.00,32.99,31
01/05/2011,MOLOACÁN-347,31,199.32,6.43,0.11,0.00,0.00,0.00,0.00,99.95,31
01/05/2011,MOLOACÁN-350,31,597.95,19.29,0.34,0.01,0.00,0.00,0.00,99.95,31
01/05/2011,MOLOACÁN-351,31,197.16,6.36,0.11,0.00,185.85,6.00,48.52,98.96,31
01/05/2011,MOLOACÁN-352,31,114.39,3.69,0.06,0.00,0.00,0.00,0.00,99.16,18
01/05/2011,MOLOACÁN-355,31,394.33,12.72,0.22,0.01,454.29,14.65,53.53,98.96,31
01/05/2011,MOLOACÁN-357,31,197.16,6.36,0.22,0.01,0.00,0.00,0.00,197.92,31
01/05/2011,MOLOACÁN-359,31,197.16,6.36,0.11,0.00,0.00,0.00,0.00,98.96,31
01/05/2011,MOLOACÁN-365,31,197.16,6.36,0.11,0.00,0.00,0.00,0.00,98.96,31
01/05/2011,MOLOACÁN-367,31,199.32,6.43,0.11,0.00,0.00,0.00,0.00,99.95,31
01/05/2011,MOLOACÁN-375,31,197.16,6.36,0.22,0.01,227.15,7.33,53.53,197.92,31
01/05/2011,MOLOACÁN-376,31,197.16,6.36,0.11,0.00,454.36,14.66,69.74,98.96,31
01/05/2011,MOLOACÁN-378,31,82.60,2.66,0.05,0.00,0.00,0.00,0.00,99.10,13
01/05/2011,MOLOACÁN-387,31,398.63,12.86,0.34,0.01,426.40,13.75,51.68,149.93,31
01/05/2011,MOLOACÁN-388,31,197.16,6.36,0.11,0.00,0.00,0.00,0.00,98.96,31
01/05/2011,MOLOACÁN-391,31,199.32,6.43,0.11,0.00,213.20,6.88,51.68,99.95,31
01/05/2011,MOLOACÁN-395,31,394.33,12.72,0.11,0.00,454.29,14.65,53.53,49.48,31
01/05/2011,MOLOACÁN-396,31,76.24,2.46,0.08,0.00,342.53,11.05,81.79,198.12,12
01/05/2011,MOLOACÁN-4,31,199.32,6.43,0.11,0.00,0.00,0.00,0.00,99.95,31
01/05/2011,MOLOACÁN-406,31,394.33,12.72,0.11,0.00,0.00,0.00,0.00,49.48,31
01/05/2011,MOLOACÁN-409,31,197.16,6.36,0.11,0.00,0.00,0.00,0.00,98.96,31
01/05/2011,MOLOACÁN-410,31,197.16,6.36,0.11,0.00,0.00,0.00,0.00,98.96,31
01/05/2011,MOLOACÁN-414,31,199.32,6.43,0.11,0.00,0.00,0.00,0.00,99.95,31
01/05/2011,MOLOACÁN-416,31,199.32,6.43,0.11,0.00,0.00,0.00,0.00,99.95,31
01/05/2011,MOLOACÁN-421,31,197.16,6.36,0.11,0.00,0.00,0.00,0.00,98.96,31
01/05/2011,MOLOACÁN-422,31,197.16,6.36,0.11,0.00,0.00,0.00,0.00,98.96,31
01/05/2011,MOLOACÁN-428,31,199.32,6.43,0.11,0.00,213.20,6.88,51.68,99.95,31
01/05/2011,MOLOACÁN-438,31,57.16,1.84,0.03,0.00,0.00,0.00,0.00,99.04,9
01/05/2011,MOLOACÁN-440,31,199.32,6.43,0.22,0.01,0.00,0.00,0.00,199.91,31
01/05/2011,MOLOACÁN-442,31,597.95,19.29,0.34,0.01,426.40,13.75,41.63,99.95,31
01/05/2011,MOLOACÁN-454,31,398.63,12.86,0.22,0.01,213.17,6.88,34.84,99.95,31
01/05/2011,MOLOACÁN-459,31,197.16,6.36,0.05,0.00,0.00,0.00,0.00,49.48,31
01/05/2011,MOLOACÁN-461,31,398.63,12.86,0.22,0.01,426.40,13.75,51.68,99.95,31
01/05/2011,MOLOACÁN-462,31,398.63,12.86,0.22,0.01,0.00,0.00,0.00,99.95,31
01/05/2011,MOLOACÁN-468,31,171.64,5.54,0.10,0.00,196.31,6.33,53.35,99.04,27
01/05/2011,MOLOACÁN-470,31,197.16,6.36,0.11,0.00,0.00,0.00,0.00,98.96,31
01/05/2011,MOLOACÁN-474,31,139.93,4.51,0.08,0.00,0.00,0.00,0.00,99.01,22
01/05/2011,MOLOACÁN-475,31,197.16,6.36,0.11,0.00,227.15,7.33,53.53,98.96,31
01/05/2011,MOLOACÁN-483,31,199.32,6.43,0.34,0.01,196.80,6.35,49.68,299.86,31
01/05/2011,MOLOACÁN-485,31,597.95,19.29,0.22,0.01,639.60,20.63,51.68,66.64,31
01/05/2011,MOLOACÁN-5,31,185.99,6.00,0.10,0.00,0.00,0.00,0.00,100.00,31
01/05/2011,MOLOACÁN-503,31,199.32,6.43,0.11,0.00,0.00,0.00,0.00,99.95,31
01/05/2011,MOLOACÁN-511,31,199.32,6.43,0.11,0.00,413.86,13.35,67.49,99.95,31
01/05/2011,MOLOACÁN-513,31,597.95,19.29,0.22,0.01,213.20,6.88,26.28,66.64,31
01/05/2011,MOLOACÁN-514,31,199.32,6.43,0.11,0.00,213.20,6.88,51.68,99.95,31
01/05/2011,MOLOACÁN-515,31,199.32,6.43,0.11,0.00,213.20,6.88,51.68,99.95,31
01/05/2011,MOLOACÁN-518,31,199.32,6.43,0.11,0.00,213.20,6.88,51.68,99.95,31
01/05/2011,MOLOACÁN-617,31,394.33,12.72,0.11,0.00,0.00,0.00,0.00,49.48,31
01/05/2011,MOLOACÁN-618,31,788.65,25.44,0.22,0.01,0.00,0.00,0.00,49.48,31
01/05/2011,MOLOACÁN-620,31,394.33,12.72,0.11,0.00,0.00,0.00,0.00,49.48,31
01/05/2011,MOLOACÁN-624,31,197.16,6.36,0.11,0.00,227.15,7.33,53.53,98.96,31
01/05/2011,MOLOACÁN-625,31,184.36,5.95,0.10,0.00,211.13,6.81,53.38,99.03,29
01/05/2011,MOLOACÁN-628,31,394.33,12.72,0.22,0.01,0.00,0.00,0.00,98.96,31
01/05/2011,MOLOACÁN-633,31,197.16,6.36,0.11,0.00,0.00,0.00,0.00,98.96,31
01/05/2011,MOLOACÁN-637,31,171.66,5.54,0.10,0.00,197.33,6.37,53.48,99.08,27
01/05/2011,MOLOACÁN-640,31,197.16,6.36,0.11,0.00,0.00,0.00,0.00,98.96,31
01/05/2011,MOLOACÁN-646,31,197.16,6.36,0.11,0.00,0.00,0.00,0.00,98.96,31
01/05/2011,MOLOACÁN-648,31,394.33,12.72,0.11,0.00,0.00,0.00,0.00,49.48,31
01/05/2011,MOLOACÁN-656,31,985.82,31.80,0.33,0.01,0.00,0.00,0.00,59.37,31
01/05/2011,MOLOACÁN-661,31,394.33,12.72,0.11,0.00,223.76,7.22,36.20,49.48,31
01/05/2011,MOLOACÁN-664,31,197.16,6.36,0.11,0.00,0.00,0.00,0.00,98.96,31
01/05/2011,MOLOACÁN-667,31,394.33,12.72,0.11,0.00,0.00,0.00,0.00,49.48,31
01/05/2011,MOLOACÁN-680,31,197.16,6.36,0.11,0.00,0.00,0.00,0.00,98.96,31
01/05/2011,MOLOACÁN-683,31,197.16,6.36,0.11,0.00,454.16,14.65,69.73,98.96,31
01/05/2011,MOLOACÁN-686,31,197.16,6.36,0.11,0.00,0.00,0.00,0.00,98.96,31
01/05/2011,MOLOACÁN-689,31,788.65,25.44,0.22,0.01,0.00,0.00,0.00,49.48,31
01/05/2011,MOLOACÁN-690,31,197.16,6.36,0.11,0.00,681.44,21.98,77.56,98.96,31
01/05/2011,MOLOACÁN-699,31,178.02,5.74,0.10,0.00,118.60,3.83,39.98,98.95,28
01/05/2011,MOLOACÁN-701,31,394.33,12.72,0.22,0.01,227.11,7.33,36.55,98.96,31
01/05/2011,MOLOACÁN-705,31,197.16,6.36,0.11,0.00,461.18,14.88,70.05,98.96,31
01/05/2011,MOLOACÁN-713,31,197.16,6.36,0.11,0.00,0.00,0.00,0.00,98.96,31
01/05/2011,MOLOACÁN-801,31,743.98,24.00,0.31,0.01,"1,577.94",50.90,67.96,75.00,31
01/05/2011,MOLOACÁN-802,31,495.03,15.97,0.28,0.01,501.64,16.18,50.33,100.00,27
01/05/2011,MOLOACÁN-803,31,185.99,6.00,0.10,0.00,194.30,6.27,51.09,100.00,31
01/05/2011,MOLOACÁN-812,31,557.98,18.00,0.42,0.01,777.10,25.07,58.21,133.33,31
01/05/2011,MOLOACÁN-822,31,185.99,6.00,0.10,0.00,194.30,6.27,51.09,100.00,31
01/05/2011,MOLOACÁN-823,31,185.99,6.00,0.10,0.00,582.90,18.80,75.81,100.00,31
01/05/2011,MOLOACÁN-842,31,371.99,12.00,0.10,0.00,774.87,25.00,67.56,50.00,31
01/05/2011,MOLOACÁN-857,31,199.32,6.43,0.11,0.00,0.00,0.00,0.00,99.95,31
01/05/2011,MOLOACÁN-863,31,488.06,15.74,0.27,0.01,"1,185.01",38.23,70.83,100.00,27
01/05/2011,MOLOACÁN-893,31,398.63,12.86,0.34,0.01,213.17,6.88,34.84,149.93,31
01/05/2011,MOLOACÁN-979,31,743.98,24.00,0.52,0.02,388.54,12.53,34.31,125.00,31
01/06/2011,MOLOACÁN-111,30,189.39,6.31,0.11,0.00,206.32,6.88,52.14,99.99,30
01/06/2011,MOLOACÁN-112,30,378.79,12.63,0.11,0.00,412.65,13.75,52.14,50.00,30
01/06/2011,MOLOACÁN-132,30,189.39,6.31,0.11,0.00,0.00,0.00,0.00,99.99,30
01/06/2011,MOLOACÁN-186,30,568.18,18.94,0.21,0.01,0.00,0.00,0.00,66.66,30
01/06/2011,MOLOACÁN-313,30,190.76,6.36,0.11,0.00,646.92,21.56,77.23,98.83,30
01/06/2011,MOLOACÁN-315,30,381.53,12.72,0.11,0.00,0.00,0.00,0.00,49.41,30
01/06/2011,MOLOACÁN-316,30,190.76,6.36,0.11,0.00,0.00,0.00,0.00,98.83,30
01/06/2011,MOLOACÁN-319,30,190.76,6.36,0.11,0.00,215.64,7.19,53.06,98.83,30
01/06/2011,MOLOACÁN-320,30,190.76,6.36,0.11,0.00,0.00,0.00,0.00,98.83,30
01/06/2011,MOLOACÁN-324,30,190.76,6.36,0.11,0.00,0.00,0.00,0.00,98.83,30
01/06/2011,MOLOACÁN-325,30,381.53,12.72,0.11,0.00,646.92,21.56,62.90,49.41,30
01/06/2011,MOLOACÁN-327,30,381.53,12.72,0.21,0.01,215.61,7.19,36.11,98.83,30
01/06/2011,MOLOACÁN-328,30,673.86,22.46,0.19,0.01,98.29,3.28,12.73,49.45,30
01/06/2011,MOLOACÁN-329,30,190.76,6.36,0.11,0.00,862.56,28.75,81.89,98.83,30
01/06/2011,MOLOACÁN-330,30,190.76,6.36,0.11,0.00,263.56,8.79,58.01,98.83,30
01/06/2011,MOLOACÁN-337,30,381.53,12.72,0.11,0.00,646.92,21.56,62.90,49.41,30
01/06/2011,MOLOACÁN-339,30,190.76,6.36,0.11,0.00,431.35,14.38,69.34,98.83,30
01/06/2011,MOLOACÁN-340,30,190.76,6.36,0.11,0.00,215.64,7.19,53.06,98.83,30
01/06/2011,MOLOACÁN-342,30,189.39,6.31,0.11,0.00,0.00,0.00,0.00,99.99,30
01/06/2011,MOLOACÁN-343,30,190.76,6.36,0.11,0.00,215.64,7.19,53.06,98.83,30
01/06/2011,MOLOACÁN-344,30,190.76,6.36,0.11,0.00,215.64,7.19,53.06,98.83,30
01/06/2011,MOLOACÁN-346,30,572.29,19.08,0.11,0.00,0.00,0.00,0.00,32.94,30
01/06/2011,MOLOACÁN-347,30,189.39,6.31,0.11,0.00,0.00,0.00,0.00,99.99,30
01/06/2011,MOLOACÁN-350,30,568.18,18.94,0.32,0.01,0.00,0.00,0.00,99.99,30
01/06/2011,MOLOACÁN-351,30,190.76,6.36,0.11,0.00,176.43,5.88,48.05,98.83,30
01/06/2011,MOLOACÁN-352,30,190.76,6.36,0.11,0.00,0.00,0.00,0.00,98.83,30
01/06/2011,MOLOACÁN-355,30,381.53,12.72,0.21,0.01,431.28,14.38,53.06,98.83,30
01/06/2011,MOLOACÁN-357,30,190.76,6.36,0.21,0.01,0.00,0.00,0.00,197.65,30
01/06/2011,MOLOACÁN-359,30,190.76,6.36,0.11,0.00,0.00,0.00,0.00,98.83,30
01/06/2011,MOLOACÁN-365,30,190.76,6.36,0.11,0.00,0.00,0.00,0.00,98.83,30
01/06/2011,MOLOACÁN-367,30,189.39,6.31,0.11,0.00,0.00,0.00,0.00,99.99,30
01/06/2011,MOLOACÁN-375,30,190.76,6.36,0.21,0.01,215.64,7.19,53.06,197.65,30
01/06/2011,MOLOACÁN-376,30,190.76,6.36,0.11,0.00,431.35,14.38,69.34,98.83,30
01/06/2011,MOLOACÁN-378,30,190.76,6.36,0.11,0.00,0.00,0.00,0.00,98.83,30
01/06/2011,MOLOACÁN-387,30,378.79,12.63,0.32,0.01,412.65,13.75,52.14,149.99,30
01/06/2011,MOLOACÁN-388,30,190.76,6.36,0.11,0.00,0.00,0.00,0.00,98.83,30
01/06/2011,MOLOACÁN-391,30,189.39,6.31,0.11,0.00,206.32,6.88,52.14,99.99,30
01/06/2011,MOLOACÁN-395,30,381.53,12.72,0.11,0.00,431.28,14.38,53.06,49.41,30
01/06/2011,MOLOACÁN-396,30,190.76,6.36,0.21,0.01,862.56,28.75,81.89,197.65,30
01/06/2011,MOLOACÁN-4,30,189.39,6.31,0.11,0.00,0.00,0.00,0.00,99.99,30
01/06/2011,MOLOACÁN-406,30,381.53,12.72,0.11,0.00,0.00,0.00,0.00,49.41,30
01/06/2011,MOLOACÁN-409,30,190.76,6.36,0.11,0.00,0.00,0.00,0.00,98.83,30
01/06/2011,MOLOACÁN-410,30,190.76,6.36,0.11,0.00,0.00,0.00,0.00,98.83,30
01/06/2011,MOLOACÁN-414,30,189.39,6.31,0.11,0.00,0.00,0.00,0.00,99.99,30
01/06/2011,MOLOACÁN-416,30,189.39,6.31,0.11,0.00,0.00,0.00,0.00,99.99,30
01/06/2011,MOLOACÁN-421,30,190.76,6.36,0.11,0.00,0.00,0.00,0.00,98.83,30
01/06/2011,MOLOACÁN-422,30,190.76,6.36,0.11,0.00,0.00,0.00,0.00,98.83,30
01/06/2011,MOLOACÁN-428,30,189.39,6.31,0.11,0.00,206.32,6.88,52.14,99.99,30
01/06/2011,MOLOACÁN-438,30,190.76,6.36,0.11,0.00,0.00,0.00,0.00,98.83,30
01/06/2011,MOLOACÁN-440,30,189.39,6.31,0.21,0.01,0.00,0.00,0.00,199.98,30
01/06/2011,MOLOACÁN-442,30,568.18,18.94,0.32,0.01,412.65,13.75,42.07,99.99,30
01/06/2011,MOLOACÁN-454,30,378.79,12.63,0.21,0.01,206.29,6.88,35.26,99.99,30
01/06/2011,MOLOACÁN-459,30,190.76,6.36,0.05,0.00,0.00,0.00,0.00,49.41,30
01/06/2011,MOLOACÁN-461,30,378.79,12.63,0.21,0.01,412.65,13.75,52.14,99.99,30
01/06/2011,MOLOACÁN-462,30,378.79,12.63,0.21,0.01,0.00,0.00,0.00,99.99,30
01/06/2011,MOLOACÁN-468,30,190.76,6.36,0.11,0.00,215.64,7.19,53.06,98.83,30
01/06/2011,MOLOACÁN-470,30,190.76,6.36,0.11,0.00,0.00,0.00,0.00,98.83,30
01/06/2011,MOLOACÁN-475,30,190.76,6.36,0.11,0.00,215.64,7.19,53.06,98.83,30
01/06/2011,MOLOACÁN-483,30,189.39,6.31,0.32,0.01,190.45,6.35,50.14,299.98,30
01/06/2011,MOLOACÁN-485,30,568.18,18.94,0.21,0.01,618.97,20.63,52.14,66.66,30
01/06/2011,MOLOACÁN-5,30,30.08,1.00,0.02,0.00,0.00,0.00,0.00,100.00,5
01/06/2011,MOLOACÁN-503,30,189.39,6.31,0.11,0.00,0.00,0.00,0.00,99.99,30
01/06/2011,MOLOACÁN-511,30,189.39,6.31,0.11,0.00,400.51,13.35,67.89,99.99,30
01/06/2011,MOLOACÁN-513,30,568.18,18.94,0.21,0.01,206.32,6.88,26.64,66.66,30
01/06/2011,MOLOACÁN-514,30,189.39,6.31,0.11,0.00,206.32,6.88,52.14,99.99,30
01/06/2011,MOLOACÁN-515,30,189.39,6.31,0.11,0.00,206.32,6.88,52.14,99.99,30
01/06/2011,MOLOACÁN-518,30,189.39,6.31,0.11,0.00,206.32,6.88,52.14,99.99,30
01/06/2011,MOLOACÁN-617,30,381.53,12.72,0.11,0.00,0.00,0.00,0.00,49.41,30
01/06/2011,MOLOACÁN-618,30,763.06,25.44,0.21,0.01,0.00,0.00,0.00,49.41,30
01/06/2011,MOLOACÁN-620,30,381.53,12.72,0.11,0.00,0.00,0.00,0.00,49.41,30
01/06/2011,MOLOACÁN-624,30,190.76,6.36,0.11,0.00,215.64,7.19,53.06,98.83,30
01/06/2011,MOLOACÁN-625,30,190.76,6.36,0.11,0.00,215.64,7.19,53.06,98.83,30
01/06/2011,MOLOACÁN-628,30,381.53,12.72,0.21,0.01,0.00,0.00,0.00,98.83,30
01/06/2011,MOLOACÁN-633,30,190.76,6.36,0.11,0.00,0.00,0.00,0.00,98.83,30
01/06/2011,MOLOACÁN-637,30,190.76,6.36,0.11,0.00,215.64,7.19,53.06,98.83,30
01/06/2011,MOLOACÁN-640,30,190.76,6.36,0.11,0.00,0.00,0.00,0.00,98.83,30
01/06/2011,MOLOACÁN-646,30,190.76,6.36,0.11,0.00,0.00,0.00,0.00,98.83,30
01/06/2011,MOLOACÁN-648,30,381.53,12.72,0.11,0.00,0.00,0.00,0.00,49.41,30
01/06/2011,MOLOACÁN-656,30,953.82,31.79,0.32,0.01,0.00,0.00,0.00,59.30,30
01/06/2011,MOLOACÁN-661,30,336.93,11.23,0.11,0.00,261.67,8.72,43.71,55.97,30
01/06/2011,MOLOACÁN-664,30,190.76,6.36,0.11,0.00,0.00,0.00,0.00,98.83,30
01/06/2011,MOLOACÁN-667,30,381.53,12.72,0.11,0.00,0.00,0.00,0.00,49.41,30
01/06/2011,MOLOACÁN-680,30,190.76,6.36,0.11,0.00,0.00,0.00,0.00,98.83,30
01/06/2011,MOLOACÁN-683,30,190.76,6.36,0.11,0.00,431.15,14.37,69.33,98.83,30
01/06/2011,MOLOACÁN-686,30,190.76,6.36,0.11,0.00,0.00,0.00,0.00,98.83,30
01/06/2011,MOLOACÁN-689,30,763.06,25.44,0.21,0.01,0.00,0.00,0.00,49.41,30
01/06/2011,MOLOACÁN-690,30,190.76,6.36,0.11,0.00,646.92,21.56,77.23,98.83,30
01/06/2011,MOLOACÁN-699,30,190.76,6.36,0.11,0.00,215.64,7.19,53.06,98.83,30
01/06/2011,MOLOACÁN-701,30,381.53,12.72,0.21,0.01,215.61,7.19,36.11,98.83,30
01/06/2011,MOLOACÁN-705,30,190.76,6.36,0.11,0.00,437.82,14.59,69.65,98.83,30
01/06/2011,MOLOACÁN-713,30,190.76,6.36,0.11,0.00,0.00,0.00,0.00,98.83,30
01/06/2011,MOLOACÁN-801,30,749.31,24.98,0.32,0.01,"1,526.42",50.88,67.07,75.15,30
01/06/2011,MOLOACÁN-802,30,561.98,18.73,0.32,0.01,563.86,18.80,50.08,100.20,30
01/06/2011,MOLOACÁN-803,30,149.59,4.99,0.08,0.00,150.46,5.02,50.15,100.00,24
01/06/2011,MOLOACÁN-812,30,561.98,18.73,0.42,0.01,751.73,25.06,57.22,133.60,30
01/06/2011,MOLOACÁN-822,30,155.88,5.20,0.09,0.00,156.71,5.22,50.13,100.24,25
01/06/2011,MOLOACÁN-823,30,187.33,6.24,0.11,0.00,563.86,18.80,75.06,100.20,30
01/06/2011,MOLOACÁN-842,30,299.18,9.97,0.08,0.00,600.04,20.00,66.73,50.00,24
01/06/2011,MOLOACÁN-857,30,189.39,6.31,0.11,0.00,0.00,0.00,0.00,99.99,30
01/06/2011,MOLOACÁN-863,30,448.76,14.96,0.25,0.01,"1,053.23",35.11,70.12,100.00,24
01/06/2011,MOLOACÁN-893,30,378.79,12.63,0.32,0.01,206.29,6.88,35.26,149.99,30
01/06/2011,MOLOACÁN-979,30,623.51,20.78,0.44,0.01,313.38,10.45,33.45,125.30,25
01/07/2011,MOLOACÁN-111,31,195.42,6.30,0.11,0.00,211.94,6.84,52.03,99.78,31
01/07/2011,MOLOACÁN-112,31,390.84,12.61,0.11,0.00,423.89,13.67,52.03,49.89,31
01/07/2011,MOLOACÁN-132,31,195.42,6.30,0.11,0.00,0.00,0.00,0.00,99.78,31
01/07/2011,MOLOACÁN-186,31,586.26,18.91,0.22,0.01,0.00,0.00,0.00,66.52,31
01/07/2011,MOLOACÁN-313,31,196.97,6.35,0.11,0.00,653.92,21.09,76.85,98.97,31
01/07/2011,MOLOACÁN-315,31,393.94,12.71,0.11,0.00,0.00,0.00,0.00,49.49,31
01/07/2011,MOLOACÁN-316,31,196.97,6.35,0.11,0.00,0.00,0.00,0.00,98.97,31
01/07/2011,MOLOACÁN-319,31,196.97,6.35,0.11,0.00,217.97,7.03,52.53,98.97,31
01/07/2011,MOLOACÁN-320,31,196.97,6.35,0.11,0.00,0.00,0.00,0.00,98.97,31
01/07/2011,MOLOACÁN-324,31,196.97,6.35,0.11,0.00,0.00,0.00,0.00,98.97,31
01/07/2011,MOLOACÁN-325,31,393.94,12.71,0.11,0.00,653.92,21.09,62.41,49.49,31
01/07/2011,MOLOACÁN-327,31,393.94,12.71,0.22,0.01,217.94,7.03,35.62,98.97,31
01/07/2011,MOLOACÁN-328,31,393.94,12.71,0.11,0.00,435.95,14.06,52.53,49.49,31
01/07/2011,MOLOACÁN-329,31,196.97,6.35,0.11,0.00,871.90,28.13,81.57,98.97,31
01/07/2011,MOLOACÁN-330,31,196.97,6.35,0.11,0.00,266.41,8.59,57.49,98.97,31
01/07/2011,MOLOACÁN-337,31,393.94,12.71,0.11,0.00,653.92,21.09,62.41,49.49,31
01/07/2011,MOLOACÁN-339,31,196.97,6.35,0.11,0.00,436.01,14.06,68.88,98.97,31
01/07/2011,MOLOACÁN-340,31,196.97,6.35,0.11,0.00,217.97,7.03,52.53,98.97,31
01/07/2011,MOLOACÁN-342,31,195.42,6.30,0.11,0.00,0.00,0.00,0.00,99.78,31
01/07/2011,MOLOACÁN-343,31,196.97,6.35,0.11,0.00,217.97,7.03,52.53,98.97,31
01/07/2011,MOLOACÁN-344,31,196.97,6.35,0.11,0.00,217.97,7.03,52.53,98.97,31
01/07/2011,MOLOACÁN-346,31,590.91,19.06,0.11,0.00,0.00,0.00,0.00,32.99,31
01/07/2011,MOLOACÁN-347,31,195.42,6.30,0.11,0.00,0.00,0.00,0.00,99.78,31
01/07/2011,MOLOACÁN-350,31,586.26,18.91,0.33,0.01,0.00,0.00,0.00,99.78,31
01/07/2011,MOLOACÁN-351,31,196.97,6.35,0.11,0.00,178.34,5.75,47.52,98.97,31
01/07/2011,MOLOACÁN-352,31,196.97,6.35,0.11,0.00,0.00,0.00,0.00,98.97,31
01/07/2011,MOLOACÁN-355,31,393.94,12.71,0.22,0.01,435.95,14.06,52.53,98.97,31
01/07/2011,MOLOACÁN-357,31,196.97,6.35,0.22,0.01,0.00,0.00,0.00,197.94,31
01/07/2011,MOLOACÁN-359,31,196.97,6.35,0.11,0.00,0.00,0.00,0.00,98.97,31
01/07/2011,MOLOACÁN-365,31,196.97,6.35,0.11,0.00,0.00,0.00,0.00,98.97,31
01/07/2011,MOLOACÁN-367,31,195.42,6.30,0.11,0.00,0.00,0.00,0.00,99.78,31
01/07/2011,MOLOACÁN-375,31,196.97,6.35,0.22,0.01,217.97,7.03,52.53,197.94,31
01/07/2011,MOLOACÁN-376,31,196.97,6.35,0.11,0.00,436.01,14.06,68.88,98.97,31
01/07/2011,MOLOACÁN-378,31,196.97,6.35,0.11,0.00,0.00,0.00,0.00,98.97,31
01/07/2011,MOLOACÁN-387,31,390.84,12.61,0.33,0.01,423.89,13.67,52.03,149.67,31
01/07/2011,MOLOACÁN-388,31,196.97,6.35,0.11,0.00,0.00,0.00,0.00,98.97,31
01/07/2011,MOLOACÁN-391,31,195.42,6.30,0.11,0.00,211.94,6.84,52.03,99.78,31
01/07/2011,MOLOACÁN-395,31,393.94,12.71,0.11,0.00,435.95,14.06,52.53,49.49,31
01/07/2011,MOLOACÁN-396,31,196.97,6.35,0.22,0.01,871.90,28.13,81.57,197.94,31
01/07/2011,MOLOACÁN-4,31,195.42,6.30,0.11,0.00,0.00,0.00,0.00,99.78,31
01/07/2011,MOLOACÁN-406,31,393.94,12.71,0.11,0.00,0.00,0.00,0.00,49.49,31
01/07/2011,MOLOACÁN-409,31,196.97,6.35,0.11,0.00,0.00,0.00,0.00,98.97,31
01/07/2011,MOLOACÁN-410,31,196.97,6.35,0.11,0.00,0.00,0.00,0.00,98.97,31
01/07/2011,MOLOACÁN-414,31,195.42,6.30,0.11,0.00,0.00,0.00,0.00,99.78,31
01/07/2011,MOLOACÁN-416,31,195.42,6.30,0.11,0.00,0.00,0.00,0.00,99.78,31
01/07/2011,MOLOACÁN-421,31,196.97,6.35,0.11,0.00,0.00,0.00,0.00,98.97,31
01/07/2011,MOLOACÁN-422,31,196.97,6.35,0.11,0.00,0.00,0.00,0.00,98.97,31
01/07/2011,MOLOACÁN-428,31,195.42,6.30,0.11,0.00,211.94,6.84,52.03,99.78,31
01/07/2011,MOLOACÁN-438,31,196.97,6.35,0.11,0.00,0.00,0.00,0.00,98.97,31
01/07/2011,MOLOACÁN-440,31,195.42,6.30,0.22,0.01,0.00,0.00,0.00,199.55,31
01/07/2011,MOLOACÁN-442,31,586.26,18.91,0.33,0.01,423.89,13.67,41.96,99.78,31
01/07/2011,MOLOACÁN-454,31,390.84,12.61,0.22,0.01,211.91,6.84,35.16,99.78,31
01/07/2011,MOLOACÁN-459,31,196.97,6.35,0.05,0.00,0.00,0.00,0.00,49.49,31
01/07/2011,MOLOACÁN-461,31,390.84,12.61,0.22,0.01,423.89,13.67,52.03,99.78,31
01/07/2011,MOLOACÁN-462,31,390.84,12.61,0.22,0.01,0.00,0.00,0.00,99.78,31
01/07/2011,MOLOACÁN-468,31,196.97,6.35,0.11,0.00,217.97,7.03,52.53,98.97,31
01/07/2011,MOLOACÁN-470,31,196.97,6.35,0.11,0.00,0.00,0.00,0.00,98.97,31
01/07/2011,MOLOACÁN-475,31,196.97,6.35,0.11,0.00,217.97,7.03,52.53,98.97,31
01/07/2011,MOLOACÁN-483,31,195.42,6.30,0.33,0.01,195.64,6.31,50.03,299.33,31
01/07/2011,MOLOACÁN-485,31,586.26,18.91,0.22,0.01,635.83,20.51,52.03,66.52,31
