Fecha,Pozo,Dias,Qo mes (b),Qo prom. mes(bd),Qg mes (MMpc),Qg prom. mes (MMpcd),Qw mes (b),Qw prom. mes (bd),Fw (%),RGA (m3/m3),Días de Operación
01/12/1999,MOLOACÁN-486,31,176.09,5.68,0.09,0.00,0.72,0.02,0.41,95.54,31
01/12/1999,MOLOACÁN-511,31,132.38,4.27,0.08,0.00,87.10,2.81,39.68,107.87,31
01/12/1999,MOLOACÁN-513,31,264.76,8.54,0.16,0.01,33.36,1.08,11.19,107.87,31
01/12/1999,MOLOACÁN-514,31,264.76,8.54,0.16,0.01,58.07,1.87,17.99,107.87,31
01/12/1999,MOLOACÁN-515,31,186.85,6.03,0.33,0.01,77.33,2.49,29.27,317.94,31
01/12/1999,MOLOACÁN-518,31,264.76,8.54,0.24,0.01,130.65,4.21,33.04,161.81,31
01/12/1999,MOLOACÁN-523,31,132.38,4.27,0.24,0.01,65.32,2.11,33.04,323.62,31
01/12/1999,MOLOACÁN-524,31,269.12,8.68,0.33,0.01,516.63,16.67,65.75,215.37,31
01/12/1999,MOLOACÁN-530,31,139.28,4.49,0.08,0.00,88.18,2.84,38.77,97.34,29
01/12/1999,MOLOACÁN-582,31,256.04,8.26,0.08,0.00,74.90,2.42,22.63,56.43,31
01/12/1999,MOLOACÁN-589,31,378.38,12.21,0.16,0.01,"1,736.44",56.01,82.11,76.37,31
01/12/1999,MOLOACÁN-613,31,160.52,5.18,0.09,0.00,11.61,0.37,6.75,95.74,28
01/12/1999,MOLOACÁN-618,31,72.53,2.34,0.04,0.00,4.45,0.14,5.78,95.14,12
01/12/1999,MOLOACÁN-619,31,528.28,17.04,0.19,0.01,2.16,0.07,0.41,63.69,31
01/12/1999,MOLOACÁN-622,31,170.34,5.49,0.09,0.00,189.13,6.10,52.61,95.43,30
01/12/1999,MOLOACÁN-625,31,353.00,11.39,0.38,0.01,23.06,0.74,6.13,191.38,31
01/12/1999,MOLOACÁN-626,31,251.82,8.12,0.08,0.00,90.33,2.91,26.40,59.23,13
01/12/1999,MOLOACÁN-628,31,291.75,9.41,0.08,0.00,129.09,4.16,30.67,47.76,12
01/12/1999,MOLOACÁN-629,31,176.09,5.68,0.19,0.01,7.41,0.24,4.04,191.07,31
01/12/1999,MOLOACÁN-633,31,323.40,10.43,0.19,0.01,374.45,12.08,53.66,104.43,31
01/12/1999,MOLOACÁN-637,31,881.85,28.45,0.47,0.02,469.94,15.16,34.76,95.53,31
01/12/1999,MOLOACÁN-638,31,176.53,5.69,0.19,0.01,221.91,7.16,55.69,192.13,31
01/12/1999,MOLOACÁN-640,31,222.88,7.19,0.24,0.01,156.23,5.04,41.21,188.49,30
01/12/1999,MOLOACÁN-641,31,176.09,5.68,0.09,0.00,26.63,0.86,13.14,95.54,31
01/12/1999,MOLOACÁN-646,31,176.09,5.68,0.09,0.00,79.89,2.58,31.21,95.54,31
01/12/1999,MOLOACÁN-648,31,355.17,11.46,0.29,0.01,118.12,3.81,24.96,144.47,31
01/12/1999,MOLOACÁN-656,31,421.93,13.61,0.47,0.02,280.36,9.04,39.92,200.15,31
01/12/1999,MOLOACÁN-661,31,529.49,17.08,2.04,0.07,584.55,18.86,52.47,687.81,31
01/12/1999,MOLOACÁN-664,31,18.67,0.60,0.02,0.00,8.76,0.28,31.95,184.31,3
01/12/1999,MOLOACÁN-667,31,77.90,2.51,0.04,0.00,4.43,0.14,5.38,94.89,13
01/12/1999,MOLOACÁN-680,31,177.32,5.72,0.33,0.01,167.22,5.39,48.53,335.94,31
01/12/1999,MOLOACÁN-686,31,176.20,5.68,0.09,0.00,35.67,1.15,16.84,95.96,31
01/12/1999,MOLOACÁN-689,31,171.78,5.54,0.19,0.01,40.56,1.31,19.10,191.84,30
01/12/1999,MOLOACÁN-690,31,855.11,27.58,1.21,0.04,"1,021.74",32.96,54.44,252.88,31
01/12/1999,MOLOACÁN-694,31,581.69,18.76,0.64,0.02,823.87,26.58,58.62,195.57,31
01/12/1999,MOLOACÁN-699,31,176.37,5.69,0.09,0.00,76.17,2.46,30.16,95.53,31
01/12/1999,MOLOACÁN-700,31,692.31,22.33,0.76,0.02,961.49,31.02,58.14,195.39,31
01/12/1999,MOLOACÁN-701,31,439.45,14.18,0.38,0.01,87.25,2.81,16.57,155.54,31
01/12/1999,MOLOACÁN-705,31,531.48,17.14,0.28,0.01,179.90,5.80,25.29,95.31,31
01/12/1999,MOLOACÁN-713,31,176.09,5.68,0.19,0.01,59.92,1.93,25.39,191.07,31
01/12/1999,MOLOACÁN-716,31,176.09,5.68,0.28,0.01,196.09,6.33,52.69,286.61,31
01/12/1999,MOLOACÁN-801,31,185.17,5.97,0.27,0.01,92.46,2.98,33.30,257.55,31
01/12/1999,MOLOACÁN-802,31,555.51,17.92,0.67,0.02,643.21,20.75,53.66,215.26,31
01/12/1999,MOLOACÁN-803,31,"1,851.71",59.73,1.68,0.05,"5,002.74",161.38,72.99,161.45,31
01/12/1999,MOLOACÁN-804,31,184.80,5.96,0.16,0.01,71.90,2.32,28.01,154.46,31
01/12/1999,MOLOACÁN-806,31,372.75,12.02,0.32,0.01,113.95,3.68,23.41,154.72,31
01/12/1999,MOLOACÁN-807,31,"1,127.68",36.38,1.27,0.04,"3,155.00",101.77,73.67,201.03,31
01/12/1999,MOLOACÁN-812,31,751.71,24.25,0.65,0.02,697.22,22.49,48.12,153.07,31
01/12/1999,MOLOACÁN-816,31,751.71,24.25,0.65,0.02,"1,620.08",52.26,68.31,154.33,31
01/12/1999,MOLOACÁN-821,31,573.77,18.51,0.54,0.02,"2,610.66",84.21,81.98,169.04,31
01/12/1999,MOLOACÁN-822,31,593.89,19.16,0.65,0.02,869.38,28.04,59.41,195.19,31
01/12/1999,MOLOACÁN-823,31,778.01,25.10,0.69,0.02,"2,006.97",64.74,72.06,158.10,31
01/12/1999,MOLOACÁN-834,31,194.50,6.27,0.26,0.01,44.45,1.43,18.60,239.10,31
01/12/1999,MOLOACÁN-842,31,410.87,13.25,0.40,0.01,830.07,26.78,66.89,171.31,31
01/12/1999,MOLOACÁN-844,31,990.75,31.96,1.20,0.04,"2,127.14",68.62,68.22,215.14,31
01/12/1999,MOLOACÁN-845,31,778.03,25.10,0.84,0.03,"1,587.96",51.22,67.12,193.11,31
01/12/1999,MOLOACÁN-856,31,221.47,7.14,0.37,0.01,192.09,6.20,46.45,294.54,31
01/12/1999,MOLOACÁN-861,31,827.95,26.71,0.86,0.03,"2,497.21",80.56,75.10,184.20,31
01/12/1999,MOLOACÁN-862,31,221.47,7.14,0.29,0.01,101.96,3.29,31.53,229.23,31
01/12/1999,MOLOACÁN-863,31,330.71,10.67,0.54,0.02,812.85,26.22,71.08,288.22,31
01/12/1999,MOLOACÁN-865,31,910.13,29.36,0.91,0.03,966.17,31.17,51.49,177.19,31
01/12/1999,MOLOACÁN-891,31,132.38,4.27,0.08,0.00,261.30,8.43,66.37,107.87,31
01/12/1999,MOLOACÁN-893,31,260.90,8.42,0.24,0.01,274.88,8.87,51.31,166.13,31
01/12/1999,MOLOACÁN-895,31,320.38,10.33,0.32,0.01,135.55,4.37,29.73,179.65,31
01/12/1999,MOLOACÁN-979,31,256.37,8.27,0.26,0.01,279.38,9.01,52.15,182.55,31
01/01/2000,MOLOACÁN-102D,31,158.48,5.11,0.59,0.02,166.73,5.38,51.27,664.84,31
01/01/2000,MOLOACÁN-111,31,159.89,5.16,0.17,0.01,305.19,9.84,65.62,191.16,31
01/01/2000,MOLOACÁN-112,31,158.62,5.12,0.25,0.01,19.77,0.64,11.08,284.88,31
01/01/2000,MOLOACÁN-122,31,475.44,15.34,0.51,0.02,500.18,16.13,51.27,189.95,31
01/01/2000,MOLOACÁN-132,31,158.68,5.12,0.25,0.01,76.61,2.47,32.56,285.75,31
01/01/2000,MOLOACÁN-186,31,481.07,15.52,1.36,0.04,765.42,24.69,61.41,502.76,31
01/01/2000,MOLOACÁN-313,31,374.09,12.07,0.20,0.01,"1,249.60",40.31,76.96,95.82,31
01/01/2000,MOLOACÁN-319,31,186.99,6.03,0.20,0.01,89.31,2.88,32.32,191.49,31
01/01/2000,MOLOACÁN-320,31,373.98,12.06,0.20,0.01,620.66,20.02,62.40,95.95,31
01/01/2000,MOLOACÁN-324,31,149.66,4.83,0.16,0.01,89.84,2.90,37.51,194.27,25
01/01/2000,MOLOACÁN-325,31,748.40,24.14,0.30,0.01,448.69,14.47,37.48,71.68,31
01/01/2000,MOLOACÁN-327,31,373.98,12.06,0.20,0.01,971.90,31.35,72.21,95.95,31
01/01/2000,MOLOACÁN-329,31,756.34,24.40,0.20,0.01,"1,959.67",63.22,72.15,47.56,31
01/01/2000,MOLOACÁN-330,31,561.42,18.11,0.20,0.01,"1,449.84",46.77,72.09,64.48,31
01/01/2000,MOLOACÁN-337,31,560.97,18.10,0.20,0.01,764.08,24.65,57.66,63.87,31
01/01/2000,MOLOACÁN-340,31,186.94,6.03,0.10,0.00,139.35,4.50,42.71,95.50,31
01/01/2000,MOLOACÁN-343,31,186.99,6.03,0.11,0.00,169.96,5.48,47.62,102.66,31
01/01/2000,MOLOACÁN-344,31,747.76,24.12,0.20,0.01,358.33,11.56,32.40,47.75,31
01/01/2000,MOLOACÁN-345,31,374.08,12.07,0.20,0.01,339.90,10.96,47.61,96.19,31
01/01/2000,MOLOACÁN-346,31,"1,122.27",36.20,0.30,0.01,"1,249.60",40.31,52.68,47.91,31
01/01/2000,MOLOACÁN-350,31,199.15,6.42,0.16,0.01,125.96,4.06,38.74,139.13,20
01/01/2000,MOLOACÁN-351,31,113.43,3.66,0.12,0.00,102.71,3.31,47.52,189.60,19
01/01/2000,MOLOACÁN-355,31,560.82,18.09,0.60,0.02,513.06,16.55,47.78,191.00,31
01/01/2000,MOLOACÁN-357,31,373.98,12.06,0.30,0.01,26.60,0.86,6.64,143.73,31
01/01/2000,MOLOACÁN-360,31,95.06,3.07,0.06,0.00,33.51,1.08,26.06,114.84,19
01/01/2000,MOLOACÁN-367,31,158.66,5.12,0.08,0.00,114.04,3.68,41.82,95.17,31
01/01/2000,MOLOACÁN-376,31,233.06,7.52,0.19,0.01,314.51,10.15,57.44,143.78,20
01/01/2000,MOLOACÁN-385,31,158.66,5.12,0.17,0.01,132.81,4.28,45.57,189.78,31
01/01/2000,MOLOACÁN-387,31,481.07,15.52,0.25,0.01,"1,143.40",36.88,70.39,94.27,31
01/01/2000,MOLOACÁN-391,31,59.10,1.91,0.15,0.00,47.95,1.55,44.79,444.40,11
01/01/2000,MOLOACÁN-395,31,373.88,12.06,0.30,0.01,278.70,8.99,42.71,143.25,31
01/01/2000,MOLOACÁN-396,31,560.82,18.09,0.30,0.01,337.66,10.89,37.58,95.50,31
01/01/2000,MOLOACÁN-397,31,186.94,6.03,0.10,0.00,15.73,0.51,7.76,95.50,31
01/01/2000,MOLOACÁN-398,31,186.94,6.03,0.10,0.00,8.71,0.28,4.45,95.50,31
01/01/2000,MOLOACÁN-406,31,186.94,6.03,0.10,0.00,98.36,3.17,34.48,95.50,31
01/01/2000,MOLOACÁN-407,31,186.94,6.03,0.10,0.00,98.36,3.17,34.48,95.50,31
01/01/2000,MOLOACÁN-408,31,186.94,6.03,0.20,0.01,139.35,4.50,42.71,191.00,31
01/01/2000,MOLOACÁN-409,31,186.94,6.03,0.10,0.00,139.35,4.50,42.71,95.50,31
01/01/2000,MOLOACÁN-410,31,187.20,6.04,0.20,0.01,621.15,20.04,76.84,192.91,31
01/01/2000,MOLOACÁN-414,31,153.24,4.94,0.08,0.00,135.14,4.36,46.86,94.98,30
01/01/2000,MOLOACÁN-415,31,157.47,5.08,0.17,0.01,27.22,0.88,14.74,189.09,31
01/01/2000,MOLOACÁN-416,31,317.46,10.24,0.25,0.01,411.46,13.27,56.45,142.59,31
01/01/2000,MOLOACÁN-418,31,158.71,5.12,0.25,0.01,77.46,2.50,32.80,284.89,31
01/01/2000,MOLOACÁN-421,31,186.94,6.03,0.10,0.00,6.46,0.21,3.34,95.50,31
01/01/2000,MOLOACÁN-422,31,186.94,6.03,0.10,0.00,89.58,2.89,32.40,95.50,31
01/01/2000,MOLOACÁN-428,31,158.62,5.12,0.08,0.00,77.41,2.50,32.80,94.96,31
01/01/2000,MOLOACÁN-431,31,158.48,5.11,0.17,0.01,722.48,23.31,82.01,189.95,31
01/01/2000,MOLOACÁN-432,31,373.88,12.06,0.20,0.01,104.51,3.37,21.85,95.50,31
01/01/2000,MOLOACÁN-434,31,373.88,12.06,0.20,0.01,104.51,3.37,21.85,95.50,31
01/01/2000,MOLOACÁN-435,31,180.84,5.83,0.10,0.00,8.39,0.27,4.44,95.67,30
01/01/2000,MOLOACÁN-437,31,186.94,6.03,0.10,0.00,4.27,0.14,2.23,95.50,31
01/01/2000,MOLOACÁN-438,31,186.94,6.03,0.10,0.00,18.18,0.59,8.86,95.50,31
01/01/2000,MOLOACÁN-439,31,150.99,4.87,0.25,0.01,120.47,3.89,44.38,289.28,29
01/01/2000,MOLOACÁN-440,31,158.66,5.12,0.25,0.01,132.64,4.28,45.53,285.14,31
01/01/2000,MOLOACÁN-442,31,507.52,16.37,1.46,0.05,"2,034.91",65.64,80.04,510.67,25
01/01/2000,MOLOACÁN-454,31,317.41,10.24,0.34,0.01,413.12,13.33,56.55,189.93,31
01/01/2000,MOLOACÁN-455,31,186.94,6.03,0.10,0.00,13.34,0.43,6.66,95.50,31
01/01/2000,MOLOACÁN-457,31,157.47,5.08,0.08,0.00,19.98,0.64,11.26,94.54,31
01/01/2000,MOLOACÁN-459,31,373.88,12.06,0.30,0.01,627.07,20.23,62.65,143.25,31
01/01/2000,MOLOACÁN-461,31,320.02,10.32,0.34,0.01,916.68,29.57,74.12,190.60,31
01/01/2000,MOLOACÁN-462,31,319.51,10.31,0.68,0.02,"1,133.05",36.55,78.00,378.55,31
01/01/2000,MOLOACÁN-463,31,187.04,6.03,0.30,0.01,1.89,0.06,1.00,287.45,31
01/01/2000,MOLOACÁN-466,31,373.88,12.06,0.20,0.01,91.77,2.96,19.71,95.50,31
01/01/2000,MOLOACÁN-467,31,186.94,6.03,0.10,0.00,4.27,0.14,2.23,95.50,31
01/01/2000,MOLOACÁN-468,31,186.94,6.03,0.10,0.00,89.58,2.89,32.40,95.50,31
01/01/2000,MOLOACÁN-470,31,187.04,6.03,0.10,0.00,2.06,0.07,1.09,98.79,31
01/01/2000,MOLOACÁN-471,31,159.66,5.15,0.17,0.01,9.40,0.30,5.56,191.00,31
01/01/2000,MOLOACÁN-474,31,186.94,6.03,0.10,0.00,19.42,0.63,9.41,95.50,31
01/01/2000,MOLOACÁN-475,31,373.88,12.06,0.20,0.01,22.00,0.71,5.56,95.50,31
01/01/2000,MOLOACÁN-485,31,319.60,10.31,0.34,0.01,406.65,13.12,55.99,189.42,31
01/01/2000,MOLOACÁN-486,31,187.04,6.03,0.10,0.00,17.53,0.57,8.57,95.85,31
01/01/2000,MOLOACÁN-511,31,157.47,5.08,0.08,0.00,104.33,3.37,39.85,94.54,31
01/01/2000,MOLOACÁN-513,31,163.67,5.28,0.17,0.01,30.92,1.00,15.89,183.97,31
01/01/2000,MOLOACÁN-514,31,314.95,10.16,0.17,0.01,69.55,2.24,18.09,94.54,31
01/01/2000,MOLOACÁN-515,31,159.78,5.15,0.43,0.01,75.40,2.43,32.06,474.98,31
01/01/2000,MOLOACÁN-518,31,314.95,10.16,0.25,0.01,156.49,5.05,33.19,141.82,31
01/01/2000,MOLOACÁN-523,31,157.47,5.08,0.25,0.01,78.25,2.52,33.19,283.63,31
01/01/2000,MOLOACÁN-524,31,317.32,10.24,0.34,0.01,618.99,19.97,66.11,190.10,31
01/01/2000,MOLOACÁN-530,31,148.24,4.78,0.08,0.00,70.32,2.27,32.17,95.43,29
01/01/2000,MOLOACÁN-582,31,157.47,5.08,0.08,0.00,46.77,1.51,22.90,94.54,31
01/01/2000,MOLOACÁN-589,31,157.47,5.08,0.17,0.01,730.30,23.56,82.26,189.09,31
01/01/2000,MOLOACÁN-613,31,187.03,6.03,0.10,0.00,18.12,0.58,8.83,95.87,31
01/01/2000,MOLOACÁN-617,31,175.51,5.66,0.16,0.01,78.81,2.54,30.99,165.16,7
01/01/2000,MOLOACÁN-618,31,38.60,1.25,0.03,0.00,7.05,0.23,15.45,120.15,7
01/01/2000,MOLOACÁN-619,31,537.55,17.34,0.19,0.01,0.33,0.01,0.06,64.40,30
01/01/2000,MOLOACÁN-622,31,179.60,5.79,0.09,0.00,162.95,5.26,47.57,93.86,29
01/01/2000,MOLOACÁN-625,31,373.88,12.06,0.40,0.01,26.68,0.86,6.66,191.00,31
01/01/2000,MOLOACÁN-626,31,482.64,15.57,0.17,0.01,132.97,4.29,21.60,63.29,27
01/01/2000,MOLOACÁN-628,31,694.28,22.40,0.19,0.01,299.38,9.66,30.13,48.15,29
01/01/2000,MOLOACÁN-629,31,182.85,5.90,0.10,0.00,2.19,0.07,1.19,97.93,30
01/01/2000,MOLOACÁN-633,31,182.79,5.90,0.19,0.01,305.66,9.86,62.58,189.66,30
01/01/2000,MOLOACÁN-637,31,945.45,30.50,0.50,0.02,563.68,18.18,37.35,95.05,31
01/01/2000,MOLOACÁN-638,31,189.93,6.13,0.20,0.01,211.56,6.82,52.69,188.63,31
01/01/2000,MOLOACÁN-640,31,189.03,6.10,0.14,0.00,74.02,2.39,28.14,131.24,31
01/01/2000,MOLOACÁN-641,31,173.32,5.59,0.09,0.00,46.14,1.49,21.02,93.56,28
01/01/2000,MOLOACÁN-646,31,180.71,5.83,0.10,0.00,67.35,2.17,27.15,95.31,30
01/01/2000,MOLOACÁN-648,31,374.29,12.07,0.30,0.01,103.82,3.35,21.71,144.09,31
01/01/2000,MOLOACÁN-656,31,373.88,12.06,0.50,0.02,278.70,8.99,42.71,238.74,31
01/01/2000,MOLOACÁN-661,31,563.68,18.18,1.19,0.04,512.46,16.53,47.62,375.78,31
01/01/2000,MOLOACÁN-664,31,186.94,6.03,0.20,0.01,89.58,2.89,32.40,191.00,31
01/01/2000,MOLOACÁN-667,31,186.94,6.03,0.10,0.00,31.23,1.01,14.32,95.50,31
01/01/2000,MOLOACÁN-680,31,187.15,6.04,0.40,0.01,253.79,8.19,57.56,380.63,31
01/01/2000,MOLOACÁN-686,31,186.94,6.03,0.10,0.00,31.23,1.01,14.32,95.50,31
01/01/2000,MOLOACÁN-689,31,180.71,5.83,0.19,0.01,35.66,1.15,16.48,190.62,30
01/01/2000,MOLOACÁN-690,31,736.26,23.75,1.19,0.04,"1,222.37",39.43,62.41,288.63,31
01/01/2000,MOLOACÁN-694,31,555.31,17.91,0.70,0.02,922.22,29.75,62.42,223.19,31
01/01/2000,MOLOACÁN-699,31,189.98,6.13,0.10,0.00,82.03,2.65,30.16,94.62,31
01/01/2000,MOLOACÁN-700,31,560.97,18.10,0.81,0.03,937.19,30.23,62.56,255.86,31
01/01/2000,MOLOACÁN-701,31,373.98,12.06,0.60,0.02,104.19,3.36,21.79,287.43,31
01/01/2000,MOLOACÁN-705,31,557.21,17.97,0.19,0.01,154.73,4.99,21.73,59.57,30
01/01/2000,MOLOACÁN-713,31,180.86,5.83,0.23,0.01,62.04,2.00,25.54,224.96,30
01/01/2000,MOLOACÁN-716,31,180.75,5.83,0.29,0.01,162.45,5.24,47.33,287.27,30
01/01/2000,MOLOACÁN-801,31,194.98,6.29,0.29,0.01,94.20,3.04,32.57,268.93,31
01/01/2000,MOLOACÁN-802,31,584.95,18.87,0.68,0.02,663.14,21.39,53.13,206.24,31
01/01/2000,MOLOACÁN-803,31,"1,949.84",62.90,1.82,0.06,"5,105.25",164.69,72.36,166.56,31
01/01/2000,MOLOACÁN-804,31,194.98,6.29,0.17,0.01,73.68,2.38,27.43,154.68,31
01/01/2000,MOLOACÁN-806,31,389.97,12.58,0.58,0.02,117.09,3.78,23.09,266.04,31
01/01/2000,MOLOACÁN-807,31,"1,169.90",37.74,1.35,0.04,"3,228.74",104.15,73.40,206.18,31
01/01/2000,MOLOACÁN-812,31,673.01,21.71,0.22,0.01,616.43,19.88,47.81,59.39,27
01/01/2000,MOLOACÁN-816,31,779.94,25.16,0.70,0.02,"1,635.36",52.75,67.71,159.41,31
01/01/2000,MOLOACÁN-821,31,584.95,18.87,0.56,0.02,"2,652.54",85.57,81.93,171.87,31
01/01/2000,MOLOACÁN-822,31,584.95,18.87,0.73,0.02,870.76,28.09,59.82,221.94,31
01/01/2000,MOLOACÁN-823,31,779.94,25.16,0.68,0.02,"2,063.09",66.55,72.57,154.68,31
01/01/2000,MOLOACÁN-834,31,194.98,6.29,0.29,0.01,45.10,1.45,18.79,266.29,31
01/01/2000,MOLOACÁN-842,31,389.97,12.58,0.40,0.01,821.03,26.48,67.80,180.46,31
01/01/2000,MOLOACÁN-844,31,974.92,31.45,1.13,0.04,"2,052.56",66.21,67.80,206.24,31
01/01/2000,MOLOACÁN-845,31,779.94,25.16,0.79,0.03,"1,642.05",52.97,67.80,180.46,31
01/01/2000,MOLOACÁN-856,31,194.98,6.29,0.40,0.01,180.86,5.83,48.12,360.92,31
01/01/2000,MOLOACÁN-861,31,779.94,25.16,0.87,0.03,"2,506.38",80.85,76.27,199.40,31
01/01/2000,MOLOACÁN-862,31,194.98,6.29,0.28,0.01,94.73,3.06,32.70,257.80,31
01/01/2000,MOLOACÁN-863,31,194.98,6.29,0.29,0.01,408.99,13.19,67.72,265.51,31
01/01/2000,MOLOACÁN-865,31,974.92,31.45,1.02,0.03,"1,105.23",35.65,53.13,185.61,31
01/01/2000,MOLOACÁN-891,31,137.94,4.45,0.07,0.00,194.36,6.27,58.49,96.11,27
01/01/2000,MOLOACÁN-893,31,158.58,5.12,0.25,0.01,165.22,5.33,51.03,285.10,31
01/01/2000,MOLOACÁN-895,31,314.95,10.16,0.33,0.01,156.49,5.05,33.19,189.09,31
01/01/2000,MOLOACÁN-979,31,194.98,6.29,0.23,0.01,270.17,8.72,58.08,206.24,31
01/02/2000,MOLOACÁN-102D,29,149.38,5.15,0.51,0.02,145.33,5.01,49.31,606.53,29
01/02/2000,MOLOACÁN-111,29,151.60,5.23,0.15,0.01,264.41,9.12,63.56,176.01,29
01/02/2000,MOLOACÁN-112,29,149.36,5.15,0.22,0.01,17.20,0.59,10.33,260.75,29
01/02/2000,MOLOACÁN-122,29,448.33,15.46,0.44,0.02,436.06,15.04,49.31,173.31,29
01/02/2000,MOLOACÁN-132,29,149.40,5.15,0.22,0.01,67.43,2.33,31.10,260.38,29
01/02/2000,MOLOACÁN-186,29,451.79,15.58,1.19,0.04,653.37,22.53,59.12,468.45,29
01/02/2000,MOLOACÁN-313,29,352.18,12.14,0.17,0.01,"1,133.06",39.07,76.29,88.24,29
01/02/2000,MOLOACÁN-319,29,176.09,6.07,0.17,0.01,80.93,2.79,31.49,176.48,29
01/02/2000,MOLOACÁN-320,29,352.29,12.15,0.18,0.01,542.17,18.70,60.61,88.81,29
01/02/2000,MOLOACÁN-324,29,115.44,3.98,0.11,0.00,66.40,2.29,36.52,175.29,19
01/02/2000,MOLOACÁN-325,29,704.94,24.31,0.26,0.01,405.27,13.97,36.50,66.94,29
01/02/2000,MOLOACÁN-327,29,352.48,12.15,0.18,0.01,877.28,30.25,71.34,89.39,29
01/02/2000,MOLOACÁN-329,29,704.58,24.30,0.18,0.01,"1,758.15",60.63,71.39,44.35,29
01/02/2000,MOLOACÁN-330,29,528.28,18.22,0.17,0.01,"1,321.91",45.58,71.45,58.83,29
01/02/2000,MOLOACÁN-337,29,528.43,18.22,0.18,0.01,690.73,23.82,56.66,59.21,29
01/02/2000,MOLOACÁN-340,29,176.09,6.07,0.09,0.00,125.90,4.34,41.69,88.24,29
01/02/2000,MOLOACÁN-343,29,177.16,6.11,0.18,0.01,568.72,19.61,76.25,176.62,29
01/02/2000,MOLOACÁN-344,29,704.97,24.31,0.18,0.01,322.57,11.12,31.39,44.59,29
01/02/2000,MOLOACÁN-345,29,352.28,12.15,0.18,0.01,308.38,10.63,46.68,88.81,29
01/02/2000,MOLOACÁN-346,29,"1,057.48",36.46,0.27,0.01,"1,124.93",38.79,51.55,44.93,29
01/02/2000,MOLOACÁN-350,29,296.58,10.23,0.22,0.01,181.64,6.26,37.98,129.14,29
01/02/2000,MOLOACÁN-351,29,176.14,6.07,0.18,0.01,154.13,5.31,46.67,177.62,29
01/02/2000,MOLOACÁN-355,29,531.49,18.33,0.53,0.02,465.32,16.05,46.68,176.62,29
01/02/2000,MOLOACÁN-357,29,352.18,12.14,0.26,0.01,24.11,0.83,6.41,132.36,29
01/02/2000,MOLOACÁN-360,29,148.29,5.11,0.07,0.00,48.08,1.66,24.48,86.09,29
01/02/2000,MOLOACÁN-367,29,148.29,5.11,0.07,0.00,100.77,3.47,40.46,86.09,29
01/02/2000,MOLOACÁN-376,29,352.18,12.14,0.26,0.01,461.62,15.92,56.72,132.36,29
01/02/2000,MOLOACÁN-385,29,148.29,5.11,0.14,0.00,116.77,4.03,44.05,172.19,29
01/02/2000,MOLOACÁN-387,29,448.20,15.46,0.22,0.01,988.96,34.10,68.81,86.79,29
01/02/2000,MOLOACÁN-391,29,149.36,5.15,0.36,0.01,114.13,3.94,43.32,433.58,29
01/02/2000,MOLOACÁN-395,29,352.29,12.15,0.26,0.01,251.17,8.66,41.62,133.21,29
01/02/2000,MOLOACÁN-396,29,497.27,17.15,0.25,0.01,157.02,5.41,24.00,88.83,27
01/02/2000,MOLOACÁN-397,29,176.34,6.08,0.09,0.00,14.14,0.49,7.42,89.64,29
01/02/2000,MOLOACÁN-398,29,176.09,6.07,0.09,0.00,7.87,0.27,4.28,88.24,29
01/02/2000,MOLOACÁN-4,29,158.99,5.48,0.15,0.01,103.46,3.57,39.42,167.70,29
01/02/2000,MOLOACÁN-406,29,176.09,6.07,0.09,0.00,88.87,3.06,33.54,88.24,29
01/02/2000,MOLOACÁN-407,29,176.09,6.07,0.09,0.00,88.87,3.06,33.54,88.24,29
01/02/2000,MOLOACÁN-408,29,176.09,6.07,0.17,0.01,125.90,4.34,41.69,176.48,29
01/02/2000,MOLOACÁN-409,29,176.09,6.07,0.09,0.00,125.90,4.34,41.69,88.24,29
01/02/2000,MOLOACÁN-410,29,176.19,6.08,0.18,0.01,563.94,19.45,76.19,178.54,29
01/02/2000,MOLOACÁN-414,29,150.45,5.19,0.07,0.00,119.83,4.13,44.34,87.76,29
01/02/2000,MOLOACÁN-415,29,148.29,5.11,0.14,0.00,23.69,0.82,13.78,172.19,29
01/02/2000,MOLOACÁN-416,29,298.71,10.30,0.22,0.01,360.09,12.42,54.66,130.14,29
01/02/2000,MOLOACÁN-418,29,153.24,5.28,0.22,0.01,66.97,2.31,30.41,260.64,29
01/02/2000,MOLOACÁN-421,29,176.09,6.07,0.09,0.00,5.84,0.20,3.21,88.24,29
01/02/2000,MOLOACÁN-422,29,176.09,6.07,0.09,0.00,80.93,2.79,31.49,88.24,29
01/02/2000,MOLOACÁN-428,29,148.29,5.11,0.07,0.00,68.11,2.35,31.48,86.09,29
01/02/2000,MOLOACÁN-431,29,149.38,5.15,0.15,0.01,629.78,21.72,80.83,173.29,29
01/02/2000,MOLOACÁN-432,29,352.18,12.14,0.17,0.01,94.42,3.26,21.14,88.24,29
01/02/2000,MOLOACÁN-434,29,352.38,12.15,0.18,0.01,94.22,3.25,21.10,88.80,29
01/02/2000,MOLOACÁN-435,29,176.09,6.07,0.09,0.00,7.87,0.27,4.28,88.24,29
01/02/2000,MOLOACÁN-437,29,176.14,6.07,0.09,0.00,4.12,0.14,2.29,88.83,29
01/02/2000,MOLOACÁN-438,29,176.14,6.07,0.09,0.00,16.39,0.57,8.51,88.80,29
01/02/2000,MOLOACÁN-439,29,148.29,5.11,0.22,0.01,116.77,4.03,44.05,258.28,29
