fecha_produccion,Produccion_gasMMpc_t,prediction_gas,Qomes_b_t_q90,Qomes_b_t_q10,prediccion_q90,prediccion_q10,residuo
2011-04-01,0.14984615384615388,0.14956058292646365,0.22,0.1,0.21868477963886193,0.10167589929609547,0.00028557091969022563
2011-05-01,0.15671875000000002,0.15456591345131618,0.26,0.093,0.23579007738098975,0.09394569520654722,0.0021528365486838397
2011-06-01,0.1408064516129032,0.13904811827167318,0.24,0.091,0.2396506072956463,0.10149930204356472,0.0017583333412300173
2011-07-01,0.14180327868852466,0.14221490570882447,0.23,0.11,0.22971559874645703,0.10853361481814472,-0.00041162702029981513
2011-08-01,0.14000000000000007,0.1407133656251103,0.22,0.11,0.21949095678329192,0.10893246018009173,-0.0007133656251102349
2011-09-01,0.14238095238095244,0.1430183385771776,0.21,0.11,0.20867534945583288,0.10923209912721686,-0.0006373861962251648
2011-10-01,0.143225806451613,0.14538238046757299,0.22,0.10999999999999999,0.2197891766873309,0.10950290528340621,-0.0021565740159599778
2011-11-01,0.15199999999999997,0.1505313009364735,0.21,0.1,0.20989642873463657,0.10019807624094616,0.0014686990635264796
2011-12-01,0.17147540983606574,0.17382029279475086,0.23,0.11,0.23000080743382473,0.11217102725451557,-0.002344882958685124
2012-01-01,0.17083333333333345,0.17510214445585867,0.23,0.11000000000000001,0.23382389590043087,0.11024265670660814,-0.0042688111225252234
2012-02-01,0.15423728813559315,0.15510544169834817,0.21,0.1,0.2107447515936819,0.09962181001570884,-0.0008681535627550196
2012-03-01,0.1710169491525425,0.17014899485746363,0.23,0.11,0.23018383776073686,0.1089912920012574,0.0008679542950788821
2012-04-01,0.16721311475409834,0.16654325586031976,0.22,0.1,0.2205090924237227,0.10083711720367129,0.0006698588937785743
2012-05-01,0.17145161290322597,0.17178203075244464,0.23,0.10999999999999999,0.23032572307775906,0.10971426300405865,-0.0003304178492186671
2012-06-01,0.16451612903225807,0.1634443303967979,0.22,0.1,0.22046190239002206,0.10023891524584451,0.0010717986354601694
2012-07-01,0.1730645161290324,0.1730732910969746,0.23,0.10999999999999999,0.23021569557349553,0.10889986761376856,-8.77496794221555e-06
2012-08-01,0.1729508196721313,0.1735590126562812,0.23,0.11,0.22991530854191958,0.10970898573104673,-0.0006081929841499079
2012-09-01,0.16758064516129034,0.16783254726098185,0.22,0.1,0.22064107807736785,0.10052212270014305,-0.00025190209969150335
2012-10-01,0.17532258064516146,0.1730470021448392,0.23,0.10999999999999999,0.23015421209237188,0.10928597897330573,0.002275578500322256
2012-11-01,0.15847457627118638,0.16033302026035345,0.21,0.1,0.21061259528772797,0.09938322814904738,-0.001858443989167069
2012-12-01,0.16706896551724135,0.16736460083709095,0.21999999999999997,0.1,0.2206259981921708,0.10038899122106407,-0.00029563531984960756
2013-01-01,0.17327272727272736,0.17315388302244375,0.23000000000000004,0.11,0.23011155186853138,0.1093099276373106,0.00011884425028360623
2013-02-01,0.15379310344827582,0.15412250513919978,0.21,0.1,0.2099771237635059,0.09977781803945374,-0.0003294016909239639
2013-03-01,0.17034482758620703,0.1703352699572438,0.23,0.11000000000000001,0.23016358062744707,0.10972197346051223,9.557628963235976e-06
2013-04-01,0.1601724137931034,0.16054250338173445,0.21,0.1,0.2110191013027115,0.10026266647403118,-0.0003700895886310507
2013-05-01,0.17137931034482773,0.17048899781408552,0.23,0.11000000000000001,0.22975790388556644,0.10970546209971273,0.0008903125307422044
2013-06-01,0.16637931034482756,0.16684022718966485,0.21999999999999997,0.1,0.2201377677298429,0.10063219128855083,-0.0004609168448372891
2013-07-01,0.170344827586207,0.16990872885555178,0.23,0.11000000000000001,0.2298671383473579,0.10900871764045687,0.00043609873065522664
2013-08-01,0.19906249999999998,0.22722383352278702,0.3550000000000001,0.081,0.38407506917279677,0.09468775445253935,-0.028161333522787046
2013-09-01,0.17939999999999998,0.18305705146826284,0.39300000000000007,0.05,0.39047575411808694,0.07752801566722956,-0.0036570514682628674
