NOMBRE_DEL_POZO,CIMA_(md),BASE_(md),NIVEL_DE_REFERENCIA,POROSIDAD_(%),VOLUMEN_DE_ARCILLA_(%),SATURACION_DE_AGUA_(%),FORMACION_GEOLOGICA,COMENTARIOS,
MOLOACAN-655,657,666,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,INTERVALO PRODUCTOR DE ACEITE LIMPIO, 
MOLOACAN-656,320,324,MR,12,SIN INFORMACION,19,ENCANTO,OPERO CON B.N., 
MOLOACAN-656,326,331,MR,10,SIN INFORMACION,12,ENCANTO,OPERO CON B.N., 
MOLOACAN-656,336,340,MR,12,SIN INFORMACION,21,ENCANTO,OPERO CON B.N., 
MOLOACAN-656,411,414,MR,20,SIN INFORMACION,35,ENCANTO,APORTO AGUA, 
MOLOACAN-656,416,419,MR,20,SIN INFORMACION,32,ENCANTO,APORTO AGUA, 
MOLOACAN-656,425,434,MR,19,SIN INFORMACION,39,ENCANTO,"INTERVALO CON PRODUCCION DE ACEITE, 50% AGUA", 
MOLOACAN-656,437,442,MR,19,SIN INFORMACION,39,ENCANTO,"INTERVALO CON PRODUCCION DE ACEITE, 50% AGUA", 
MOLOACAN-659,626,629,MR,18,SIN INFORMACION,19,ENCANTO,INTERVALO CON PRODUCCION,  
MOLOACAN-659,651,654,MR,24,SIN INFORMACION,21,ENCANTO,INTERVALO CON PRODUCCION, 
MOLOACAN-659,697,698,MR,24,SIN INFORMACION,26,ENCANTO,PRODUCTOR DE ACEITE CON BOMBEO MECANICO, 
MOLOACAN-659,718,721,MR,26,SIN INFORMACION,25,ENCANTO,PRODUCTOR DE ACEITE CON BOMBEO MECANICO, 
MOLOACAN-659,726,728,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,OBTURADO, 
MOLOACAN-660,492,499,MR,17,SIN INFORMACION,49,ENCANTO,SONDEO DIESEL CON POCO ACEITE, 
MOLOACAN-660,540,546,MR,25,SIN INFORMACION,20,ENCANTO,INTERVALO PRODUCTOR CON BOMBEO MECANICO, 
MOLOACAN-660,625,629,MR,20,SIN INFORMACION,42,ENCANTO,INTERVALO PRODUCTOR DE ACEITE, 
MOLOACAN-660,650,655,MR,17,SIN INFORMACION,55,ENCANTO,INTERVALO PRODUCTOR DE ACEITE, 
MOLOACAN-661,712,718,MR,18,SIN INFORMACION,38,ENCANTO,"INTERVALO CON PRODUCCION DE ACEITE, 40 - 50% AGUA", 
MOLOACAN-661,723,730,MR,21,SIN INFORMACION,37,ENCANTO,"INTERVALO CON PRODUCCION DE ACEITE, 40 - 50% AGUA", 
MOLOACAN-662,361,368,MR,22,SIN INFORMACION,39,ENCANTO,INTERVALO PRODUCTOR DE ACEITE, 
MOLOACAN-662,418,427,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,SIN DATO, 
MOLOACAN-662,523,528,MR,22,SIN INFORMACION,36,ENCANTO,SONDEO ACEITE LIMPIO SIN ABATIR,
MOLOACAN-662,528,532,MR,22,SIN INFORMACION,36,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-662,595,608,MR,21,SIN INFORMACION,42,ENCANTO,ACEITE VISCOSO / NO APORTO PRODUCCION,
MOLOACAN-664,414,420,MR,16,SIN INFORMACION,43,ENCANTO,SIN DATO,
MOLOACAN-664,474,477,MR,23,SIN INFORMACION,48,ENCANTO,SIN DATO,
MOLOACAN-664,480,483,MR,25,SIN INFORMACION,50,ENCANTO,SIN DATO,
MOLOACAN-664,560,563,MR,26,SIN INFORMACION,30,ENCANTO,SIN DATO,
MOLOACAN-664,568,570,MR,22,SIN INFORMACION,13,ENCANTO,SIN DATO,
MOLOACAN-664,599,603,MR,25,SIN INFORMACION,48,ENCANTO,OPERO POR B.M.,
MOLOACAN-664,604,608,MR,18,SIN INFORMACION,50,ENCANTO,OPERO POR B.M.,
MOLOACAN-664,617,619,MR,21,SIN INFORMACION,55,ENCANTO,OPERO POR B.M.,
MOLOACAN-664,640,644,MR,23,SIN INFORMACION,32,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-665,300,303,MR,19,SIN INFORMACION,45,ENCANTO,SIN DATO, 
MOLOACAN-665,359,364,MR,17,SIN INFORMACION,40,ENCANTO,PRODUCTOR DE ACEITE CON BOMBEO MECANICO, 
MOLOACAN-665,433,436,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,AGUA SALADA, 
MOLOACAN-665,481,486,MR,20,SIN INFORMACION,30,ENCANTO,ENCONTRO RESISTENCIA POR TAPON DE ASFALTO, 
MOLOACAN-665,498,502,MR,21,SIN INFORMACION,60,ENCANTO,ACEITE VISCOSO CON POCA PRODUCCION, 
MOLOACAN-665,527,532,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,AGUA SALADA,
MOLOACAN-666,396,400,MR,23,SIN INFORMACION,30,ENCANTO,BAJA RECUPERACION,
MOLOACAN-666,444,453,MR,20,SIN INFORMACION,50,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-666,558,561,MR,20,SIN INFORMACION,30,ENCANTO,BAJA RECUPERACION,
MOLOACAN-666,578,585,MR,18,SIN INFORMACION,50,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-666,600,602,MR,17,SIN INFORMACION,51,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-666,612,616,MR,18,SIN INFORMACION,50,ENCANTO,SIN DATOS DE PRODUCCION,
MOLOACAN-666,622,626,MR,18,SIN INFORMACION,50,ENCANTO,SIN DATOS DE PRODUCCION,
MOLOACAN-666,634,639,MR,15,SIN INFORMACION,29,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-666,699,710,MR,17,SIN INFORMACION,27,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-667,326,328,MR,14,SIN INFORMACION,21,ENCANTO,PRODUCTOR DE ACEITE,
MOLOACAN-667,368,371,MR,20,SIN INFORMACION,54,ENCANTO,PRODUCTOR DE ACEITE, 
MOLOACAN-667,404,408,MR,20,SIN INFORMACION,39,ENCANTO,PRODUCTOR DE ACEITE LIMPIO CON BOMBEO MECANICO, 
MOLOACAN-667,424,430,MR,15,SIN INFORMACION,43,ENCANTO,PRODUCTOR DE ACEITE LIMPIO CON BOMBEO MECANICO, 
MOLOACAN-667,459,473,MR,12,SIN INFORMACION,68,ENCANTO,PRODUCTOR DE ACEITE LIMPIO CON BOMBEO MECANICO, 
MOLOACAN-668,395,400,MR,16,SIN INFORMACION,30,ENCANTO,PRODUCTOR DE ACEITE CON BOMBEO MECANICO, 
MOLOACAN-668,410,411,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,SIN DATO, 
MOLOACAN-668,843,845,MR,18,SIN INFORMACION,45,ENCANTO,AGUA DE 85000 PPM,
MOLOACAN-668,946,949,MR,17,SIN INFORMACION,41,ENCANTO,NO APORTO FLUIDOS,
MOLOACAN-671,484,486,MR,20,SIN INFORMACION,33,ENCANTO,ACEITE VISCOSO CON BOMBEO MECANICO,
MOLOACAN-671,613,615,MR,15,SIN INFORMACION,57,ENCANTO,AGUA SALADA DE 184000 PPM,
MOLOACAN-671,640,643,MR,16,SIN INFORMACION,62,ENCANTO,AGUA SALADA DE 184000 PPM,
MOLOACAN-673,349,354,MR,18,SIN INFORMACION,38,ENCANTO,NO APORTO,
MOLOACAN-673,383,389,MR,18,SIN INFORMACION,40,ENCANTO,NO APORTO,
MOLOACAN-673,429,436,MR,16,SIN INFORMACION,48,ENCANTO,NO APORTO,
MOLOACAN-673,475,486,MR,22,SIN INFORMACION,22,ENCANTO,BAJA RECUPERACION,
MOLOACAN-673,492,496,MR,22,SIN INFORMACION,36,ENCANTO,BAJA RECUPERACION,
MOLOACAN-673,502,505,MR,22,SIN INFORMACION,23,ENCANTO,BAJA RECUPERACION,
MOLOACAN-673,608,610,MR,18,SIN INFORMACION,70,ENCANTO,APORTO AGUA SALADA,
MOLOACAN-673,615,621,MR,18,SIN INFORMACION,70,ENCANTO,APORTO AGUA SALADA,
MOLOACAN-673,630,632,MR,22,SIN INFORMACION,41,ENCANTO,APORTO AGUA SALADA,
MOLOACAN-673,659,662,MR,15,SIN INFORMACION,39,ENCANTO,APORTO AGUA SALADA, 
MOLOACAN-673,674,683,MR,22,SIN INFORMACION,22,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE, 
MOLOACAN-674,373,385,MR,20,SIN INFORMACION,23,ENCANTO,PRODUCTOR DE ACEITE CON BOMBEO MECANICO, 
MOLOACAN-674,385,395,MR,20,SIN INFORMACION,28,ENCANTO,PRODUCTOR DE ACEITE CON BOMBEO MECANICO, 
MOLOACAN-674,465,469,MR,27,SIN INFORMACION,29,ENCANTO,PRODUCTOR DE ACEITE, 
MOLOACAN-674,509,511,MR,20,SIN INFORMACION,30,ENCANTO,NO APORTO, 
MOLOACAN-674,540,546,MR,22,SIN INFORMACION,38,ENCANTO,PRODUCTOR DE ACEITE,
MOLOACAN-674,549,555,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,SIN DATOS, 
MOLOACAN-675,465,478,MR,18,SIN INFORMACION,38,ENCANTO,PRODUCTOR DE ACEITE CON BOMBEO MECANICO, 
MOLOACAN-675,483,488,MR,17,SIN INFORMACION,38,ENCANTO,PRODUCTOR DE ACEITE CON BOMBEO MECANICO, 
MOLOACAN-675,491,503,MR,23,SIN INFORMACION,28,ENCANTO,PRODUCTOR DE ACEITE CON BOMBEO MECANICO, 
MOLOACAN-675,571,576,MR,28,SIN INFORMACION,42,ENCANTO,ACEITE POR BOMBEO MECANICO, 
MOLOACAN-675,700,706,MR,18,SIN INFORMACION,39,ENCANTO,ACEITE LIMPIO POR BOMBEO MECANICO,  
MOLOACAN-675,728,731,MR,14,SIN INFORMACION,42,ENCANTO,ACEITE LIMPIO POR BOMBEO MECANICO, 
MOLOACAN-676,467,479,MR,13,SIN INFORMACION,30,ENCANTO,PRODUCTOR DE ACEITE CON BOMBEO MECANICO, 
MOLOACAN-676,485,494,MR,17,SIN INFORMACION,47,ENCANTO,PRODUCTOR DE ACEITE CON BOMBEO MECANICO, 
MOLOACAN-676,682,690,MR,15,SIN INFORMACION,33,ENCANTO,BAJA RECUPERACION, 
MOLOACAN-676,706,709,MR,11,SIN INFORMACION,19,ENCANTO,PRODUCTOR DE ACEITE, 
MOLOACAN-677,347,349,MR,18,SIN INFORMACION,30,ENCANTO,PRODUCTOR CON BOMBEO NEUMATICO, 
MOLOACAN-677,357,360,MR,20,SIN INFORMACION,38,ENCANTO,PRODUCTOR CON BOMBEO NEUMATICO, 
MOLOACAN-677,369,375,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,PRODUCTOR DE ACEITE,
MOLOACAN-678,479,484,MR,16,SIN INFORMACION,23,ENCANTO,DESALOJO AGUA SALADA 100%,
MOLOACAN-678,489,491,MR,28,SIN INFORMACION,29,ENCANTO,DESALOJO AGUA SALADA 100%,
MOLOACAN-678,493,496,MR,23,SIN INFORMACION,38,ENCANTO,DESALOJO AGUA SALADA 100%,
MOLOACAN-678,503,507,MR,23,SIN INFORMACION,37,ENCANTO,APORTO AGUA SALADA,
MOLOACAN-678,551,555,MR,14,SIN INFORMACION,33,ENCANTO,ACEITE LIMPIO POR BOMBEO MECANICO,
MOLOACAN-678,578,581,MR,15,SIN INFORMACION,40,ENCANTO,ACEITE LIMPIO POR BOMBEO MECANICO,
MOLOACAN-678,651,655,MR,14,SIN INFORMACION,37,ENCANTO,PRODUCTOR DE ACEITE,
MOLOACAN-678,790,793,MR,14,SIN INFORMACION,45,ENCANTO,APORTO AGUA SALADA, 
MOLOACAN-679,423,427,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,DEALOJO ACEITE MUY VISCOSO Y AGUA SALADA, 
MOLOACAN-680,545,555,MR,17,SIN INFORMACION,27,ENCANTO,ACEITE VISCOSO CON ARENA DE GRANO FINO, 
MOLOACAN-680,715,720,MR,20,SIN INFORMACION,26,ENCANTO,APORTO ACEITE VISCOSO / INVADIDO, 
MOLOACAN-680D,517,558,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,INTERVALO PRODUCTOR DE ACEITE Y GAS, 
MOLOACAN-681,347,368,MR,15,SIN INFORMACION,29,ENCANTO,DESALOJO ACEITE Y POCO GAS,
MOLOACAN-681,398,402,MR,15,SIN INFORMACION,41,ENCANTO,SIN DATOS,
MOLOACAN-681,412,414,MR,14,SIN INFORMACION,42,ENCANTO,DESALOJO MUY POCO ACEITE Y GAS, 
MOLOACAN-681,442,445,MR,15,SIN INFORMACION,57,ENCANTO,APORTO ACEITE CON BM Y DESVIADOR DE GAS, 
MOLOACAN-681,457,460,MR,15,SIN INFORMACION,42,ENCANTO,PRODUCTOR DE ACEITE, 
MOLOACAN-681,505,510,MR,18,SIN INFORMACION,42,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-681,515,518,MR,18,SIN INFORMACION,64,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-681,526,529,MR,15,SIN INFORMACION,49,ENCANTO,OBSERVO POZO DESALOJANDO ACEITE POR BOMBEO MECANICO, 
MOLOACAN-681,538,543,MR,22,SIN INFORMACION,40,ENCANTO,PRODUCTOR DE ACEITE CON BOMBEO MECANICO, 
MOLOACAN-681,562,564,MR,20,SIN INFORMACION,30,ENCANTO,PRODUCTOR NO COMERCIAL, 
MOLOACAN-682,335,352,MR,30,SIN INFORMACION,22,ENCANTO,PRODUCCION DE ACEITE,
MOLOACAN-682,436,439,MR,19,SIN INFORMACION,16,ENCANTO,PRODUCCION DE ACEITE Y GAS,
MOLOACAN-683,380,390,MR,16,SIN INFORMACION,12,ENCANTO,APORTO ACEITE,
MOLOACAN-683,428,430,MR,31,SIN INFORMACION,40,ENCANTO,DESALOJO ACEITE Y POCO GAS,
MOLOACAN-683,448,450,MR,28,SIN INFORMACION,38,ENCANTO,PRODUCTOR DE ACEITE,
MOLOACAN-683,485,487,MR,27,SIN INFORMACION,39,ENCANTO,APORTO ACEITE Y AGUA,
MOLOACAN-683,508,515,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,DESALOJO ACEITE Y ABATIENDOSE,
MOLOACAN-684,517,528,MR,20,SIN INFORMACION,32,ENCANTO,AGUA SALADA 124000 PPM,
MOLOACAN-684,521,533,MR,20,SIN INFORMACION,32,ENCANTO,ACEITE MUY VISCOSO,
MOLOACAN-685,518,525,MR,23,SIN INFORMACION,33,ENCANTO,SIN DATOS,
MOLOACAN-685,559,561,MR,20,SIN INFORMACION,30,ENCANTO,OBSERVO DESALOJANDO ACEITE,
MOLOACAN-685,580,584,MR,23,SIN INFORMACION,31,ENCANTO,OBSERVO DESALOJANDO ACEITE,
MOLOACAN-685,623,626,MR,25,SIN INFORMACION,32,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-685,895,898,MR,18,SIN INFORMACION,33,ENCANTO,AISLADO,
MOLOACAN-685,1043,1046,MR,18,SIN INFORMACION,61,ENCANTO,AISLADO,
MOLOACAN-686,351,353,MR,22,SIN INFORMACION,40,ENCANTO,PRODUCTOR DE ACEITE,
MOLOACAN-686,358,361,MR,22,SIN INFORMACION,45,ENCANTO,PRODUCTOR DE ACEITE,
MOLOACAN-686,363,366,MR,18,SIN INFORMACION,43,ENCANTO,PRODUCTOR DE ACEITE,
MOLOACAN-686,377,379,MR,17,SIN INFORMACION,43,ENCANTO,PRODUCTOR DE ACEITE,
MOLOACAN-686,412,421,MR,23,SIN INFORMACION,36,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-686,421,429,MR,23,SIN INFORMACION,36,ENCANTO,APORTO ACEITE Y GAS,
MOLOACAN-688,472,479,MR,19,SIN INFORMACION,48,ENCANTO,INTERVALO PRODUCTOR DE ACEITE, 
MOLOACAN-688,481,484,MR,19,SIN INFORMACION,48,ENCANTO,INTERVALO PRODUCTOR DE ACEITE, 
MOLOACAN-689,389,397,MR,15,SIN INFORMACION,48,ENCANTO,POR AFORO INTERVALO PRODUCTOR DE ACEITE, 
MOLOACAN-689,451,456,MR,15,SIN INFORMACION,29,ENCANTO,POR AFORO INTERVALO PRODUCTOR DE ACEITE, 
MOLOACAN-689,496,500,MR,24,SIN INFORMACION,18,ENCANTO,POR AFORO INTERVALO PRODUCTOR DE ACEITE, 
MOLOACAN-689,517,525,MR,12,SIN INFORMACION,52,ENCANTO,POR AFORO INTERVALO PRODUCTOR DE ACEITE, 
MOLOACAN-689,557,559,MR,15,SIN INFORMACION,46,ENCANTO,POR AFORO INTERVALO PRODUCTOR DE ACEITE, 
MOLOACAN-689,573,580,MR,18,SIN INFORMACION,18,ENCANTO,POR AFORO INTERVALO PRODUCTOR DE ACEITE, 
MOLOACAN-689,588,591,MR,17,SIN INFORMACION,49,ENCANTO,POR AFORO INTERVALO PRODUCTOR DE ACEITE, 
MOLOACAN-689,600,604,MR,16,SIN INFORMACION,17,ENCANTO,POR AFORO INTERVALO PRODUCTOR DE ACEITE, 
MOLOACAN-690,696,701,MR,18,SIN INFORMACION,18,ENCANTO,INTERVALO PRODUCTOR DE ACEITE, 
MOLOACAN-690,702,712,MR,18,SIN INFORMACION,18,ENCANTO,INTERVALO PRODUCTOR DE ACEITE, 
MOLOACAN-690,713,721,MR,18,SIN INFORMACION,18,ENCANTO,INTERVALO PRODUCTOR DE ACEITE, 
MOLOACAN-691,721,729,MR,18,SIN INFORMACION,36,ENCANTO,DISPARO CON PLUMA / BUENOS RESULTADOS, 
MOLOACAN-691,742,745,MR,18,SIN INFORMACION,44,ENCANTO,DISPARO CON PLUMA / BUENOS RESULTADOS, 
MOLOACAN-691,755,756,MR,25,SIN INFORMACION,45,ENCANTO,DISPARO CON PLUMA / BUENOS RESULTADOS, 
MOLOACAN-691,772,774,MR,20,SIN INFORMACION,34,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO NEUMATICO, 
MOLOACAN-691,785,794,MR,20,SIN INFORMACION,20,ENCANTO,OPERO POR B.M., 
MOLOACAN-691,795,800,MR,20,SIN INFORMACION,20,ENCANTO,SIN DATOS DE PRODUCCION, 
MOLOACAN-691,803,805,MR,19,SIN INFORMACION,32,ENCANTO,APORTO AGUA SALADA, 
MOLOACAN-691,803,808,MR,19,SIN INFORMACION,32,ENCANTO,Qo= 24 M3/D, 
MOLOACAN-693,484,486,MR,16,SIN INFORMACION,48,ENCANTO,APORTO ACEITE Y GAS,
MOLOACAN-693,538,542,MR,19,SIN INFORMACION,44,ENCANTO,PRODUCTOR POR BOMBEO MECANICO,
MOLOACAN-693,633,637,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,APORTO ACEITE,
MOLOACAN-694,698,709,MR,15,SIN INFORMACION,40,ENCANTO,PRODUCTOR DE ACEITE,
MOLOACAN-694,712,716,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,PRODUCTOR DE ACEITE,
MOLOACAN-695,726,728,MR,26,SIN INFORMACION,20,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO NEUMATICO, 
MOLOACAN-695,734,736,MR,26,SIN INFORMACION,20,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO NEUMATICO, 
MOLOACAN-695,762,768,MR,24,SIN INFORMACION,26,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO NEUMATICO, 
MOLOACAN-695,796,801,MR,20,SIN INFORMACION,34,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-695,802,808,MR,24,SIN INFORMACION,22,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-695,811,817,MR,25,SIN INFORMACION,42,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-696,507,516,MR,21,SIN INFORMACION,31,ENCANTO,POZO CERRADO POR INCOSTEABLE, 
MOLOACAN-696,740,747,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-696,906,908,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,ACEITE MUY VISCOSO / TXC, 
MOLOACAN-697,249,260,MR,17,SIN INFORMACION,38,ENCANTO,OPERO POR BOMBEO NEUMATICO, 
MOLOACAN-697,364,368,MR,31,SIN INFORMACION,50,ENCANTO,"INTERVALO PRODUCTOR DE ACEITE, Np= 3164 BLS", 
MOLOACAN-698,453,465,MR,18,SIN INFORMACION,28,ENCANTO,ACEITE VISCOSO Y ARENA / OP. POR B.M., 
MOLOACAN-698,468,476,MR,19,SIN INFORMACION,38,ENCANTO,ACEITE VISCOSO Y ARENA / OP. POR B.M., 
MOLOACAN-698,480,485,MR,22,SIN INFORMACION,42,ENCANTO,ACEITE VISCOSO Y ARENA / OP. POR B.M., 
MOLOACAN-698,689,692,MR,19,SIN INFORMACION,30,ENCANTO,ACEITE / BAJA RECUPERACION,
MOLOACAN-699,394,397,MR,23,SIN INFORMACION,33,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-699,426,428,MR,20,SIN INFORMACION,29,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-699,432,447,MR,24,SIN INFORMACION,27,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE, 
MOLOACAN-699,464,468,MR,24,SIN INFORMACION,27,ENCANTO,OBSERVO DESALOJANDO ACEITE A LA BATERIA, 
MOLOACAN-699,489,491,MR,17,SIN INFORMACION,25,ENCANTO,OBSERVO DESALOJANDO ACEITE A LA BATERIA, 
MOLOACAN-699,497,499,MR,26,SIN INFORMACION,16,ENCANTO,OBSERVO DESALOJANDO ACEITE A LA BATERIA, 
MOLOACAN-699,508,510,MR,29,SIN INFORMACION,17,ENCANTO,OBSERVO DESALOJANDO ACEITE A LA BATERIA, 
MOLOACAN-699,524,528,MR,29,SIN INFORMACION,12,ENCANTO,OBSERVO DESALOJANDO ACEITE A LA BATERIA, 
MOLOACAN-700,431,444,MR,16,SIN INFORMACION,33,ENCANTO,"INTERVALO CON PRODUCCION DE ACEITE, 50% AGUA", 
MOLOACAN-700,451,453,MR,27,SIN INFORMACION,36,ENCANTO,OP. CON B.M., 
MOLOACAN-700,457,460,MR,23,SIN INFORMACION,29,ENCANTO,OP. CON B.M., 
MOLOACAN-700,503,505,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,OP. CON B.M., 
MOLOACAN-700D,433,460,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,OPERO CON INYECCION DE VAPOR, 
MOLOACAN-701,467,478,MR,17,SIN INFORMACION,37,ENCANTO,OBSERVO DESALOJANDO ACEITE Y GAS A LA BATERIA, 
MOLOACAN-701,478,487,MR,17,SIN INFORMACION,37,ENCANTO,PRODUCTOR DE ACEITE, 
MOLOACAN-702,598,600,MR,15,SIN INFORMACION,44,ENCANTO,SONDEO AGUA CON MANCHAS DE ACEITE, 
MOLOACAN-703,516,518,MR,24,SIN INFORMACION,19,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-703,521,524,MR,29,SIN INFORMACION,26,ENCANTO,PRODUCTOR DE ACEITE CON ARENA, 
MOLOACAN-703,527,529,MR,30,SIN INFORMACION,27,ENCANTO,OBTURADO, 
MOLOACAN-703,533,536,MR,26,SIN INFORMACION,21,ENCANTO,OBTURADO, 
MOLOACAN-704,469,477,MR,16,SIN INFORMACION,22,ENCANTO,POZO CON TP FRANCA POR ACEITE VISCOSO Y ABATIMIENTO DE NIVEL, 
MOLOACAN-704,483,485,MR,16,SIN INFORMACION,25,ENCANTO,PRODUCTOR DE ACEITE VISCOSO, 
MOLOACAN-704,494,503,MR,16,SIN INFORMACION,25,ENCANTO,PRODUCTOR DE ACEITE VISCOSO, 
MOLOACAN-704,673,675,MR,14,SIN INFORMACION,25,ENCANTO,PRODUCTOR DE ACEITE LIMPIO, 
MOLOACAN-705,463,475,MR,21,SIN INFORMACION,31,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE, 
MOLOACAN-705,491,495,MR,23,SIN INFORMACION,37,ENCANTO,OBTURADO, 
MOLOACAN-705,645,647,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,"AGUA SALADA, 40000 PPM", 
MOLOACAN-706,489,497,MR,16,SIN INFORMACION,24,ENCANTO,PRODUCTOR DE ACEITE LIMPIO POR BOMBEO MECANICO, 
MOLOACAN-708,561,570,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,SONDEO ACEITE DURANTE 2 DIAS, 
MOLOACAN-711,559,564,MR,22,SIN INFORMACION,25,ENCANTO,DESALOJO ACEITE VISCOSO, 
MOLOACAN-711,766,773,MR,22,SIN INFORMACION,25,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-711,779,782,MR,17,SIN INFORMACION,35,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-712,525,528,MR,19,SIN INFORMACION,44,ENCANTO,PRODUCTOR DE ACEITE LIMPIO POR BOMBEO MECANICO, 
MOLOACAN-713,609,618,MR,22,SIN INFORMACION,35,ENCANTO,PRODUCTOR DE ACEITE, 
MOLOACAN-713,622,639,MR,15,SIN INFORMACION,21,ENCANTO,PRODUCTOR DE ACEITE,
MOLOACAN-713,643,648,MR,15,SIN INFORMACION,13,ENCANTO,PRODUCTOR DE ACEITE,
MOLOACAN-714,746,749,MR,17,SIN INFORMACION,59,ENCANTO,OPERO POR B.N.,
MOLOACAN-714,765,770,MR,18,SIN INFORMACION,41,ENCANTO,OPERO POR B.N.,
MOLOACAN-714,792,800,MR,17,SIN INFORMACION,32,ENCANTO,BAJA RECUPERACION,
MOLOACAN-714,805,809,MR,16,SIN INFORMACION,42,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE, 
MOLOACAN-716,514,524,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,"PRODUCTOR DE ACEITE, 40% DE AGUA", 
MOLOACAN-716,536,548,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,FLUYO ACEITE LIMPIO SIN PRESION, 
MOLOACAN-717,323,329,MR,9,SIN INFORMACION,53,ENCANTO,"OB. DESALOJAR ACEITE, POSTERIOR AGUA SALADA 150000 PPM", 
MOLOACAN-717,361,363,MR,13,SIN INFORMACION,61,ENCANTO,"OB. DESALOJAR ACEITE, POSTERIOR AGUA SALADA 150000 PPM", 
MOLOACAN-717,426,430,MR,13,SIN INFORMACION,69,ENCANTO,SONDEO DESALOJANDO LODO, 
MOLOACAN-717,562,570,MR,21,SIN INFORMACION,40,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO,
MOLOACAN-717,607,611,MR,16,SIN INFORMACION,50,ENCANTO,DESALOJO AGUA SALADA 100%,
MOLOACAN-718,682,699,MR,19,SIN INFORMACION,16,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-719,517,528,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,SIN DATOS,
MOLOACAN-719,524,535,MR,20,SIN INFORMACION,28,ENCANTO,"PRODUCTOR DE ACEITE, 10% DE AGUA", 
