NOMBRE DE POZO,TIPO DE TERMINACION,CIMA DE INTERVALO,BASE DE INTERVALO,"PROGRAMA
",NOMBRE DEL YACIMIENTO,ESTADO ACTUAL DEL INTERVALO,CIMA DISPARO,BASE DISPARO,FECHA DE DISPARO,FECHA DE CIERRE,TIPO DE PISTOLA,DIAMETRO DE LA PISTOLA,DENSIDAD DE CARGA,LONGITUD DEL DISPARO,FASE DEL DISPARO,DIAMETRO DEL DISPARO
MOLOACAN-354,INTERVALO DISPARADO,252,260,REPARACION,ENCANTO,CEMENTADO,252,260,23/02/1975,09/09/1990,CJ,1.6875,13,12,90,0.31
MOLOACAN-354,INTERVALO DISPARADO,242,247,REPARACION,ENCANTO,CEMENTADO,242,247,23/02/1975,09/09/1990,CJ,1.6875,13,5,90,0.31
MOLOACAN-354,INTERVALO DISPARADO,367,369,REPARACION,ENCANTO,CEMENTADO,367,369,09/02/1985,09/09/1990,CJ,1.6875,13,2,90,0.31
MOLOACAN-354,INTERVALO DISPARADO,354,355,REPARACION,ENCANTO,CEMENTADO,354,355,09/02/1985,09/09/1990,CJ,1.6875,13,1,90,0.31
MOLOACAN-354,INTERVALO DISPARADO,475,488,REPARACION,ENCANTO,SIN INFORMACION,475,488,27/09/1990,SIN INFORMACION,CJ,1.6875,13,13,90,0.31
MOLOACAN-354,INTERVALO DISPARADO,425,427,REPARACION,ENCANTO,SIN INFORMACION,425,427,27/09/1990,SIN INFORMACION,CJ,1.6875,13,2,90,0.31
MOLOACAN-354,INTERVALO DISPARADO,415,423,REPARACION,ENCANTO,SIN INFORMACION,415,423,27/09/1990,SIN INFORMACION,CJ,1.6875,13,8,90,0.31
MOLOACAN-355,INTERVALO DISPARADO,405,410,TERMINACION,ENCANTO,AISLADO TXC,405,410,23/03/1970,24/03/1970,CJ,1.6875,13,5,90,0.31
MOLOACAN-355,INTERVALO DISPARADO,375,377,TERMINACION,ENCANTO,AISLADO TXC,375,377,26/03/1970,25/05/1974,CJ,1.6875,13,2,90,0.31
MOLOACAN-355,INTERVALO DISPARADO,277,288,REPARACION,ENCANTO,OPERASIN INFORMACIONO,277,288,23/03/1973,SIN INFORMACION,SCALLOP,1.5625,13,11,SIN INFORMACION,0.31
MOLOACAN-355,INTERVALO DISPARADO,277,288,REPARACION,ENCANTO,OPERASIN INFORMACIONO,277,288,27/05/1974,SIN INFORMACION,CJ,1.6875,13,11,90,0.31
MOLOACAN-356,INTERVALO DISPARADO,475,488,TERMINACION,ENCANTO,AISLADO TXD,475,488,10/12/1969,23/11/1974,CJ,1.6875,13,13,90,0.31
MOLOACAN-356,INTERVALO DISPARADO,447,453,REPARACION,ENCANTO,AISLADO TXD,447,453,24/11/1974,22/02/1978,CJ,1.6875,13,6,90,0.31
MOLOACAN-356,INTERVALO DISPARADO,432,445,REPARACION,ENCANTO,AISLADO TXD,432,445,26/11/1974,22/02/1978,CJ,1.6875,13,13,90,0.31
MOLOACAN-356,INTERVALO DISPARADO,410,417,REPARACION,ENCANTO,AISLADO TXC,410,417,15/02/1978,23/02/1978,CJ,1.6875,13,7,90,0.31
MOLOACAN-356,INTERVALO DISPARADO,340,346,REPARACION,ENCANTO,AISLADO TXC,340,346,17/02/1978,23/02/1978,CJ,1.6875,13,6,90,0.31
MOLOACAN-356,INTERVALO DISPARADO,300,306,REPARACION,ENCANTO,CEMENTADO,300,306,24/02/1978,29/03/1991,CJ,1.6875,13,6,90,0.31
MOLOACAN-356,INTERVALO DISPARADO,290,294,REPARACION,ENCANTO,CEMENTADO,290,294,01/03/1978,29/03/1991,CJ,1.6875,13,4,90,0.31
MOLOACAN-356,INTERVALO DISPARADO,473,488,REPARACION,ENCANTO,ABIERTO,473,488,10/03/1991,SIN INFORMACION,TORNADO JET,1.375,6,5,SIN INFORMACION,SIN INFORMACION
MOLOACAN-356,INTERVALO DISPARADO,447,453,REPARACION,ENCANTO,ABIERTO,447,453,10/03/1991,SIN INFORMACION,TORNADO JET,1.375,6,6,SIN INFORMACION,SIN INFORMACION
MOLOACAN-356,INTERVALO DISPARADO,432,445,REPARACION,ENCANTO,ABIERTO,432,445,10/03/1991,SIN INFORMACION,TORNADO JET,1.375,6,11,SIN INFORMACION,SIN INFORMACION
MOLOACAN-357,INTERVALO DISPARADO,478,485,TERMINACION,ENCANTO,AISLADO TXC,478,485,23/07/1969,02/05/1985,CJ,1.6875,13,7,90,0.31
MOLOACAN-357,INTERVALO DISPARADO,422,429,REPARACION,ENCANTO,ABIERTO,422,429,03/05/1985,SIN INFORMACION,CJ,1.6875,13,7,90,0.31
MOLOACAN-357,INTERVALO DISPARADO,478,485,REPARACION,ENCANTO,ABIERTO,478,485,19/03/1991,SIN INFORMACION,SCALLOP,1.6875,6,7,SIN INFORMACION,SIN INFORMACION
MOLOACAN-357,INTERVALO DISPARADO,435,440,REPARACION,ENCANTO,ABIERTO,435,440,19/03/1991,SIN INFORMACION,SCALLOP,1.6875,6,5,SIN INFORMACION,SIN INFORMACION
MOLOACAN-357,INTERVALO DISPARADO,429,432,REPARACION,ENCANTO,ABIERTO,429,432,19/03/1991,SIN INFORMACION,SCALLOP,1.6875,6,3,SIN INFORMACION,SIN INFORMACION
MOLOACAN-358,INTERVALO DISPARADO,510,525,TERMINACION,ENCANTO,AISLADO TXC,510,525,21/11/1969,03/09/1976,CJ,1.6875,13,15,90,0.31
MOLOACAN-358,INTERVALO DISPARADO,480,491,REPARACION,ENCANTO,AISLADO TXC,480,491,04/09/1976,07/01/1988,CJ,1.6875,13,11,90,0.31
MOLOACAN-358,INTERVALO DISPARADO,455,473,REPARACION,ENCANTO,AISLADO TXC,455,473,05/09/1976,07/01/1988,CJ,1.6875,13,18,90,0.31
MOLOACAN-358,INTERVALO DISPARADO,392,396,REPARACION,ENCANTO,AISLADO TXC,392,396,24/12/1986,07/01/1988,CJ,1.6875,4,4,90,0.31
MOLOACAN-358,INTERVALO DISPARADO,365,377,REPARACION,ENCANTO,AISLADO TXC,365,377,24/12/1986,07/01/1988,CJ,1.6875,4,12,90,0.31
MOLOACAN-358,INTERVALO DISPARADO,332,336,REPARACION,ENCANTO,AISLADO TXC,332,336,24/12/1986,07/01/1988,CJ,1.6875,4,4,90,0.31
MOLOACAN-358,INTERVALO DISPARADO,276,286,REPARACION,ENCANTO,AISLADO TXC,276,286,08/01/1988,12/01/1988,SCALLOP,1.5625,SIN INFORMACION,10,SIN INFORMACION,SIN INFORMACION
MOLOACAN-358,INTERVALO DISPARADO,232,241,REPARACION,ENCANTO,CEMENTADO,232,241,14/01/1988,07/03/1991,CJ,1.6875,3,11,90,0.31
MOLOACAN-358,INTERVALO DISPARADO,510,528,REPARACION,ENCANTO,CEMENTADO,510,528,14/03/1991,06/11/1996,SCALLOP,1.5625,6,18,SIN INFORMACION,SIN INFORMACION
MOLOACAN-358,INTERVALO DISPARADO,480,491,REPARACION,ENCANTO,CEMENTADO,480,491,14/03/1991,06/11/1996,SCALLOP,1.5625,6,11,SIN INFORMACION,SIN INFORMACION
MOLOACAN-358,INTERVALO DISPARADO,455,473,REPARACION,ENCANTO,CEMENTADO,455,473,14/03/1991,06/11/1996,SCALLOP,1.5625,6,18,SIN INFORMACION,SIN INFORMACION
MOLOACAN-359,INTERVALO DISPARADO,440,448,TERMINACION,ENCANTO,AISLADO TXC,440,448,14/09/1969,15/07/1974,CJ,1.6875,13,8,90,0.31
MOLOACAN-359,INTERVALO DISPARADO,393,401,REPARACION,ENCANTO,AISLADO TXC,393,401,17/07/1974,06/04/1977,CJ,1.6875,13,8,90,0.31
MOLOACAN-359,INTERVALO DISPARADO,320,324,REPARACION,ENCANTO,AISLADO TXC,320,324,04/04/1977,06/04/1977,CJ,1.6875,13,4,90,0.31
MOLOACAN-359,INTERVALO DISPARADO,285,285.5,REPARACION,ENCANTO,CEMENTADO,285,285.5,07/04/1977,07/04/1977,CJ,1.6875,13,0.5,90,0.31
MOLOACAN-359,INTERVALO DISPARADO,259.5,260,REPARACION,ENCANTO,CEMENTADO,259.5,260,07/04/1977,08/04/1977,CJ,1.6875,13,0.5,90,0.31
MOLOACAN-359,INTERVALO DISPARADO,267,283,REPARACION,ENCANTO,CEMENTADO,267,283,09/07/1977,08/08/1991,CJ,1.6875,13,16,90,0.31
MOLOACAN-359,INTERVALO DISPARADO,258,261,REPARACION,ENCANTO,CEMENTADO,258,261,08/11/1984,08/08/1991,CJ,1.6875,13,3,90,0.31
MOLOACAN-359,INTERVALO DISPARADO,439,448,REPARACION,ENCANTO,ABIERTO,439,448,25/08/1991,SIN INFORMACION,SCALLOP,1.5625,6,9,SIN INFORMACION,SIN INFORMACION
MOLOACAN-359,INTERVALO DISPARADO,393,406,REPARACION,ENCANTO,ABIERTO,393,406,25/08/1991,SIN INFORMACION,SCALLOP,1.5625,6,13,SIN INFORMACION,SIN INFORMACION
MOLOACAN-360,INTERVALO DISPARADO,453,461,TERMINACION,ENCANTO,CEMENTADO,453,461,11/04/1970,27/02/1972,CJ,1.6875,13,8,90,0.31
MOLOACAN-360,INTERVALO DISPARADO,458,460,REPARACION,ENCANTO,AISLADO TXC,458,460,02/03/1972,06/03/1972,CJ,1.6875,13,2,90,0.31
MOLOACAN-360,INTERVALO DISPARADO,436,443,REPARACION,ENCANTO,AISLADO TXC,436,443,07/03/1972,01/05/1982,CJ,1.6875,13,13,90,0.31
MOLOACAN-360,INTERVALO DISPARADO,370,380,REPARACION,ENCANTO,ABIERTO,370,380,05/05/1982,SIN INFORMACION,CJ,1.6875,13,10,90,0.31
MOLOACAN-361,INTERVALO DISPARADO,454,457,TERMINACION,ENCANTO,AISLADO TXC,454,457,13/10/1969,16/10/1969,CJ,1.6875,13,3,90,0.31
MOLOACAN-361,INTERVALO DISPARADO,393,397,TERMINACION,ENCANTO,ABIERTO,393,397,17/10/1969,SIN INFORMACION,CJ,1.6875,13,4,90,0.31
MOLOACAN-362,INTERVALO DISPARADO,415,420,TERMINACION,ENCANTO,AISLADO TXC,415,420,09/01/1970,SIN INFORMACION,CJ,1.6875,13,5,90,0.31
MOLOACAN-362,INTERVALO DISPARADO,352,355,REPARACION,ENCANTO,AISLADO TXC,352,355,23/07/1975,SIN INFORMACION,CJ,1.6875,13,3,90,0.31
MOLOACAN-362,INTERVALO DISPARADO,377,379,REPARACION,ENCANTO,AISLADO TXC,377,379,24/07/1975,SIN INFORMACION,CJ,1.6875,13,2,90,0.31
MOLOACAN-362,INTERVALO DISPARADO,232,235,REPARACION,ENCANTO,CEMENTADO,232,235,27/07/1975,01/12/1991,CJ,1.6875,13,3,90,0.31
MOLOACAN-362,INTERVALO DISPARADO,279,282,REPARACION,ENCANTO,CEMENTADO,279,282,30/12/1984,01/12/1990,CJ,1.6875,13,3,90,0.31
MOLOACAN-362,INTERVALO DISPARADO,412,418,REPARACION,ENCANTO,ABIERTO,412,418,09/01/1991,SIN INFORMACION,JRC,1.6875,13,6,SIN INFORMACION,SIN INFORMACION
MOLOACAN-363,INTERVALO DISPARADO,285,291,TERMINACION,ENCANTO,CEMENTADO,285,291,30/05/1971,11/08/2008,CJ,1.6875,13,6,90,0.31
MOLOACAN-363,INTERVALO DISPARADO,271,285,REPARACION,ENCANTO,CEMENTADO,271,285,21/07/1977,11/08/2008,CJ,1.6875,13,14,90,0.31
MOLOACAN-364,INTERVALO DISPARADO,305,308,TERMINACION,ENCANTO,CEMENTADO,305,308,22/09/1970,22/09/1970,CJ,1.6875,13,3,90,0.31
MOLOACAN-364,INTERVALO DISPARADO,297,300,TERMINACION,ENCANTO,CEMENTADO,297,300,24/09/1970,22/02/1976,CJ,1.6875,13,3,90,0.31
MOLOACAN-364,INTERVALO DISPARADO,297,300,REPARACION,ENCANTO,CEMENTADO,297,300,01/03/1976,SIN INFORMACION,CJ,1.6875,13,3,90,0.31
MOLOACAN-364,INTERVALO DISPARADO,228,232,REPARACION,ENCANTO,CEMENTADO,228,232,03/03/1976,SIN INFORMACION,CJ,1.6875,13,4,90,0.31
MOLOACAN-365,INTERVALO DISPARADO,260,270,TERMINACION,ENCANTO,OPERASIN INFORMACIONO,260,270,14/06/1969,SIN INFORMACION,CJ,1.6875,13,10,90,0.31
MOLOACAN-366,INTERVALO DISPARADO,445,453,TERMINACION,ENCANTO,AISLADO TXD,445,453,16/02/1970,20/02/1974,CJ,1.6875,13,8,90,0.31
MOLOACAN-366,INTERVALO DISPARADO,372,378,REPARACION,ENCANTO,CEMENTADO,372,378,21/12/1974,21/02/2002,CJ,1.6875,13,6,90,0.31
MOLOACAN-366,INTERVALO DISPARADO,352,357,REPARACION,ENCANTO,CEMENTADO,352,357,23/12/1974,21/02/2002,CJ,1.6875,13,8,90,0.31
MOLOACAN-366,INTERVALO DISPARADO,344,349,REPARACION,ENCANTO,CEMENTADO,344,349,21/06/1976,21/02/2002,CJ,1.6875,13,5,90,0.31
MOLOACAN-367,INTERVALO DISPARADO,348,369,TERMINACION,ENCANTO,OPERASIN INFORMACIONO,348,369,02/02/1970,SIN INFORMACION,CJ,1.6875,13,21,90,0.31
MOLOACAN-367,INTERVALO DISPARADO,282,290,REPARACION,ENCANTO,OPERASIN INFORMACIONO,282,290,03/02/1977,SIN INFORMACION,CJ,1.6875,13,8,90,0.31
MOLOACAN-367,INTERVALO DISPARADO,282,290,REPARACION,ENCANTO,OPERASIN INFORMACIONO,282,290,06/02/1977,SIN INFORMACION,CJ,1.6875,13,8,90,0.31
MOLOACAN-368,INTERVALO DISPARADO,389,390,TERMINACION,ENCANTO,CEMENTADO,389,390,17/03/1970,17/03/1970,CJ,1.6875,13,1,90,0.31
MOLOACAN-368,INTERVALO DISPARADO,508,520,TERMINACION,ENCANTO,AISLADO TXC,508,520,18/03/1970,17/08/1978,CJ,1.6875,13,12,90,0.31
MOLOACAN-368,INTERVALO DISPARADO,473,475,REPARACION,ENCANTO,AISLADO TXC,473,475,22/12/1975,17/08/1978,CJ,1.6875,13,2,90,0.31
MOLOACAN-368,INTERVALO DISPARADO,413,415,REPARACION,ENCANTO,AISLADO TAPON MECANICO,413,415,22/12/1975,SIN INFORMACION,CJ,1.6875,13,2,90,0.31
MOLOACAN-368,INTERVALO DISPARADO,445,447,REPARACION,ENCANTO,AISLADO TXC,445,447,22/12/1975,17/08/1978,CJ,1.6875,13,2,90,0.31
MOLOACAN-368,INTERVALO DISPARADO,393,396,REPARACION,ENCANTO,AISLADO TXC,393,396,16/12/1976,12/02/1979,CJ,1.6875,13,2,90,0.31
MOLOACAN-368,INTERVALO DISPARADO,365,368,REPARACION,ENCANTO,AISLADO TXC,365,368,20/08/1978,12/02/1979,CJ,1.6875,13,3,90,0.31
MOLOACAN-368,INTERVALO DISPARADO,306,307,REPARACION,ENCANTO,CEMENTADO,306,307,16/02/1979,17/02/1979,CJ,1.6875,13,1,90,0.31
MOLOACAN-368,INTERVALO DISPARADO,297,302,REPARACION,ENCANTO,CEMENTADO,297,302,20/02/1979,28/02/2002,CJ,1.6875,13,5,90,0.31
MOLOACAN-368,INTERVALO DISPARADO,277,281,REPARACION,ENCANTO,CEMENTADO,277,281,20/02/1979,28/02/2002,CJ,1.6875,13,4,90,0.31
MOLOACAN-369,INTERVALO DISPARADO,571,581,TERMINACION,ENCANTO,AISLADO TAPON MECANICO,571,581,14/06/1970,13/01/1978,CJ,1.6875,13,10,90,0.31
MOLOACAN-369,INTERVALO DISPARADO,550,553,REPARACION,ENCANTO,CEMENTADO,550,553,14/01/1978,28/06/1980,CJ,1.6875,13,3,90,0.31
MOLOACAN-369,INTERVALO DISPARADO,526,531,REPARACION,ENCANTO,CEMENTADO,526,531,16/01/1978,28/06/1980,CJ,1.6875,13,5,90,0.31
MOLOACAN-369,INTERVALO DISPARADO,365,372,REPARACION,ENCANTO,CEMENTADO,365,372,29/06/1980,01/03/1991,SCALLOP,1.5625,6,7,SIN INFORMACION,SIN INFORMACION
MOLOACAN-369,INTERVALO DISPARADO,571,587,REPARACION,ENCANTO,ABIERTO,571,587,09/03/1991,SIN INFORMACION,SCALLOP,1.5625,6,16,SIN INFORMACION,SIN INFORMACION
MOLOACAN-369,INTERVALO DISPARADO,526,531,REPARACION,ENCANTO,ABIERTO,526,531,09/03/1991,SIN INFORMACION,SCALLOP,1.5625,6,5,SIN INFORMACION,SIN INFORMACION
MOLOACAN-369,INTERVALO DISPARADO,515,520,REPARACION,ENCANTO,ABIERTO,515,520,09/03/1991,SIN INFORMACION,SCALLOP,1.5625,6,5,SIN INFORMACION,SIN INFORMACION
MOLOACAN-370,INTERVALO DISPARADO,524,534,TERMINACION,ENCANTO,AISLADO TXD,524,534,11/03/1970,12/06/1980,CJ,1.6875,13,10,90,0.31
MOLOACAN-370,INTERVALO DISPARADO,373,374,REPARACION,ENCANTO,CEMENTADO,373,374,14/06/1980,15/06/1980,LINK,1.6875,SIN INFORMACION,1,SIN INFORMACION,SIN INFORMACION
MOLOACAN-370,INTERVALO DISPARADO,360,362,REPARACION,ENCANTO,CEMENTADO,360,362,17/06/1980,30/04/1991,LINK,1.6875,SIN INFORMACION,2,SIN INFORMACION,SIN INFORMACION
MOLOACAN-370,INTERVALO DISPARADO,352,356,REPARACION,ENCANTO,CEMENTADO,352,356,17/06/1980,30/04/1991,CJ,1.6875,13,4,90,0.31
MOLOACAN-370,INTERVALO DISPARADO,524,529,REPARACION,ENCANTO,ABIERTO,524,529,07/05/1991,SIN INFORMACION,CJ,1.6875,6,5,90,0.31
MOLOACAN-370,INTERVALO DISPARADO,480,486,REPARACION,ENCANTO,ABIERTO,480,486,07/05/1991,SIN INFORMACION,CJ,1.6875,6,6,90,0.31
MOLOACAN-370,INTERVALO DISPARADO,470,475,REPARACION,ENCANTO,ABIERTO,470,475,07/05/1991,SIN INFORMACION,CJ,1.6875,6,5,90,0.31
MOLOACAN-371,INTERVALO DISPARADO,430,436,TERMINACION,ENCANTO,AISLADO TXC,430,436,31/05/1970,11/03/1983,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,6,SIN INFORMACION,SIN INFORMACION
MOLOACAN-371,INTERVALO DISPARADO,410,417,TERMINACION,ENCANTO,AISLADO TXC,410,417,01/06/1970,11/03/1983,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,7,SIN INFORMACION,SIN INFORMACION
MOLOACAN-371,INTERVALO DISPARADO,371,373,REPARACION,ENCANTO,ABIERTO,371,373,15/03/1983,SIN INFORMACION,CJ,1.6875,13,2,90,0.31
MOLOACAN-371,INTERVALO DISPARADO,352,353,REPARACION,ENCANTO,ABIERTO,352,353,15/03/1983,SIN INFORMACION,CJ,1.6875,13,1,90,0.31
MOLOACAN-371,INTERVALO DISPARADO,347,349,REPARACION,ENCANTO,ABIERTO,347,349,15/03/1983,SIN INFORMACION,CJ,1.6875,13,2,90,0.31
MOLOACAN-371,INTERVALO DISPARADO,270,272,REPARACION,ENCANTO,ABIERTO,270,272,10/09/1985,SIN INFORMACION,CJ,1.6875,13,2,90,0.31
MOLOACAN-372,INTERVALO DISPARADO,506,508,TERMINACION,ENCANTO,AISLADO TXC,506,508,28/06/1970,01/05/1976,CJ,1.6875,13,2,90,0.31
MOLOACAN-372,INTERVALO DISPARADO,447,455,TERMINACION,ENCANTO,CEMENTADO,447,455,28/06/1970,27/05/2008,CJ,1.6875,13,8,90,0.31
MOLOACAN-372,INTERVALO DISPARADO,437,441,REPARACION,ENCANTO,CEMENTADO,437,441,06/05/1976,27/05/2008,CJ,1.6875,13,4,90,0.31
MOLOACAN-372,INTERVALO DISPARADO,411,413,REPARACION,ENCANTO,CEMENTADO,411,413,20/01/1983,27/05/2008,CJ,1.6875,13,2,90,0.31
MOLOACAN-372,INTERVALO DISPARADO,391,393,REPARACION,ENCANTO,CEMENTADO,391,393,22/01/1983,27/05/2008,CJ,1.6875,13,2,90,0.31
MOLOACAN-373,INTERVALO DISPARADO,478,482,TERMINACION,ENCANTO,CEMENTADO,478,482,19/07/1970,23/12/2006,CJ,1.6875,13,4,90,0.31
MOLOACAN-373,INTERVALO DISPARADO,494,497,TERMINACION,ENCANTO,CEMENTADO,494,497,18/07/1970,23/12/2006,CJ,1.6875,13,3,90,0.31
MOLOACAN-374,INTERVALO DISPARADO,434,435,TERMINACION,ENCANTO,CEMENTADO,434,435,27/04/1970,27/04/1970,BJ,4,SIN INFORMACION,1,SIN INFORMACION,SIN INFORMACION
MOLOACAN-374,INTERVALO DISPARADO,411,429,TERMINACION,ENCANTO,AISLADO TXC,411,429,28/04/1970,25/09/1978,CJ,1.6875,13,18,90,0.31
MOLOACAN-374,INTERVALO DISPARADO,248,254,REPARACION,ENCANTO,CEMENTADO,248,254,28/09/1978,02/10/1978,CJ,1.6875,13,6,90,0.31
MOLOACAN-374,INTERVALO DISPARADO,475,485,REPARACION,ENCANTO,CEMENTADO,475,485,27/10/1990,24/11/1997,SUPER ION,SIN INFORMACION,4,10,SIN INFORMACION,SIN INFORMACION
MOLOACAN-374,INTERVALO DISPARADO,411,429,REPARACION,ENCANTO,CEMENTADO,411,429,28/10/1990,24/11/1997,CJ,1.6875,4,18,90,0.31
MOLOACAN-375,INTERVALO DISPARADO,438,443,TERMINACION,ENCANTO,OPERASIN INFORMACIONO,438,443,09/02/1970,SIN INFORMACION,CJ,1.6875,13,5,90,0.31
MOLOACAN-375,INTERVALO DISPARADO,396,405,REPARACION,ENCANTO,OPERASIN INFORMACIONO,396,405,13/02/1978,SIN INFORMACION,CJ,1.6875,13,11,90,0.31
MOLOACAN-376,INTERVALO DISPARADO,385,393,TERMINACION,ENCANTO,SIN INFORMACION,385,393,23/02/1970,SIN INFORMACION,CJ,1.6875,13,8,90,0.31
MOLOACAN-376,INTERVALO DISPARADO,397,399,REPARACION,ENCANTO,SIN INFORMACION,397,399,05/01/1975,SIN INFORMACION,CJ,1.6875,13,2,90,0.31
MOLOACAN-376,INTERVALO DISPARADO,357,361,REPARACION,ENCANTO,CEMENTADO,357,361,06/01/1975,11/05/1991,CJ,1.6875,13,4,90,0.31
MOLOACAN-376,INTERVALO DISPARADO,385,399,REPARACION,ENCANTO,OPERASIN INFORMACIONO,385,399,14/05/1991,SIN INFORMACION,CJ,1.6875,13,14,90,0.31
MOLOACAN-377,INTERVALO DISPARADO,353,370,TERMINACION,ENCANTO,CEMENTADO,353,370,05/07/1969,18/05/2006,CJ,1.6875,13,17,90,0.31
MOLOACAN-377,INTERVALO DISPARADO,295,300,TERMINACION,ENCANTO,CEMENTADO,295,300,05/07/1969,18/05/2006,CJ,1.6875,13,5,90,0.31
MOLOACAN-377,INTERVALO DISPARADO,330,332,REPARACION,ENCANTO,CEMENTADO,330,332,05/11/1976,18/05/2006,CJ,1.6875,13,2,90,0.31
MOLOACAN-378,INTERVALO DISPARADO,643,644,TERMINACION,ENCANTO,ABIERTO,643,644,12/08/1971,SIN INFORMACION,BJ,4,SIN INFORMACION,1,SIN INFORMACION,SIN INFORMACION
MOLOACAN-378,INTERVALO DISPARADO,634,643,TERMINACION,ENCANTO,ABIERTO,634,643,09/08/1977,SIN INFORMACION,CJ,1.6875,13,9,90,0.31
MOLOACAN-378,INTERVALO DISPARADO,401,415,REPARACION,ENCANTO,ABIERTO,401,415,05/06/1983,SIN INFORMACION,CJ,1.6875,4,14,90,0.27
MOLOACAN-378,INTERVALO DISPARADO,401,415,REPARACION,ENCANTO,ABIERTO,401,415,07/06/1983,SIN INFORMACION,CJ,1.6875,4,14,90,0.27
MOLOACAN-378,INTERVALO DISPARADO,394,396,REPARACION,ENCANTO,ABIERTO,394,396,06/03/1984,SIN INFORMACION,CJ,1.6875,13,2,90,SIN INFORMACION
MOLOACAN-378,INTERVALO DISPARADO,421,424,REPARACION,ENCANTO,ABIERTO,421,424,27/07/1987,SIN INFORMACION,CJ,1.6875,13,3,90,SIN INFORMACION
MOLOACAN-378,INTERVALO DISPARADO,355,367,REPARACION,ENCANTO,ABIERTO,355,367,11/03/1990,SIN INFORMACION,SCALLOP,1.5625,4,12,SIN INFORMACION,SIN INFORMACION
MOLOACAN-379,INTERVALO DISPARADO,425.7,426,TERMINACION,ENCANTO,CEMENTADO,425.7,426,30/05/1971,31/07/2004,CJ,1.6875,4,0.3,90,SIN INFORMACION
MOLOACAN-379,INTERVALO DISPARADO,422,426,TERMINACION,ENCANTO,CEMENTADO,422,426,31/05/1971,31/07/2004,CJ,1.6875,4,4,90,0.31
MOLOACAN-379,INTERVALO DISPARADO,415,422,REPARACION,ENCANTO,CEMENTADO,415,422,26/10/1977,31/07/2004,CJ,1.6875,13,7,90,0.31
MOLOACAN-380,INTERVALO DISPARADO,394,398,TERMINACION,ENCANTO,AISLADO TXC,394,398,26/01/1972,20/01/1979,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,4,SIN INFORMACION,SIN INFORMACION
MOLOACAN-380,INTERVALO DISPARADO,528,532,REPARACION,ENCANTO,AISLADO TXC,528,532,26/02/1975,15/04/1976,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,4,SIN INFORMACION,SIN INFORMACION
MOLOACAN-380,INTERVALO DISPARADO,373,385,REPARACION,ENCANTO,AISLADO TXC,373,385,19/04/1976,20/01/1979,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,8,SIN INFORMACION,SIN INFORMACION
MOLOACAN-380,INTERVALO DISPARADO,287,290,REPARACION,ENCANTO,CEMENTADO,287,290,26/10/1978,19/10/2006,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,3,SIN INFORMACION,SIN INFORMACION
MOLOACAN-381,INTERVALO DISPARADO,607,613,TERMINACION,ENCANTO,AISLADO TXC,607,613,13/02/1971,13/02/1971,CJ,1.6875,13,4,90,0.31
MOLOACAN-381,INTERVALO DISPARADO,320,321,TERMINACION,ENCANTO,CEMENTADO,320,321,15/08/1971,15/08/1971,BJ,4,SIN INFORMACION,1,SIN INFORMACION,SIN INFORMACION
MOLOACAN-381,INTERVALO DISPARADO,317,320,TERMINACION,ENCANTO,CEMENTADO,317,320,16/08/1971,13/05/2002,CJ,1.6875,SIN INFORMACION,3,90,0.31
MOLOACAN-383,INTERVALO DISPARADO,665,672,TERMINACION,ENCANTO,CEMENTADO,665,672,29/06/1970,08/05/2002,CJ,1.6875,13,7,90,0.31
MOLOACAN-384,INTERVALO DISPARADO,452,455,TERMINACION,ENCANTO,AISLADO TXD,452,455,22/08/1970,26/06/1974,CJ,1.6875,13,3,90,0.31
MOLOACAN-384,INTERVALO DISPARADO,401,404,REPARACION,ENCANTO,AISLADO TXD,401,404,27/06/1974,25/06/1974,CJ,1.6875,13,3,90,0.31
MOLOACAN-384,INTERVALO DISPARADO,395,397,REPARACION,ENCANTO,AISLADO TXC,395,397,27/06/1974,29/05/1984,CJ,1.6875,13,2,90,0.31
MOLOACAN-384,INTERVALO DISPARADO,384,391,REPARACION,ENCANTO,AISLADO TXC,384,391,27/06/1974,29/05/1984,CJ,1.6875,13,7,90,0.31
MOLOACAN-384,INTERVALO DISPARADO,352,355,REPARACION,ENCANTO,CEMENTADO,352,355,31/05/1984,08/06/1984,SCALLOP,1.5625,4,3,SIN INFORMACION,SIN INFORMACION
MOLOACAN-384,INTERVALO DISPARADO,328,331,REPARACION,ENCANTO,CEMENTADO,328,331,31/05/1984,08/06/1984,SCALLOP,1.5625,4,3,SIN INFORMACION,SIN INFORMACION
MOLOACAN-384,INTERVALO DISPARADO,328,331,REPARACION,ENCANTO,CEMENTADO,328,331,11/06/1984,06/07/1990,SCALLOP,1.5625,4,3,SIN INFORMACION,SIN INFORMACION
MOLOACAN-384,INTERVALO DISPARADO,451,462,REPARACION,ENCANTO,CEMENTADO,451,462,16/07/1990,SIN INFORMACION,CJ,1.6875,13,11,90,0.31
