NOMBRE DE POZO,TIPO DE TERMINACION,CIMA DE INTERVALO,BASE DE INTERVALO,"PROGRAMA
",NOMBRE DEL YACIMIENTO,ESTADO ACTUAL DEL INTERVALO,CIMA DISPARO,BASE DISPARO,FECHA DE DISPARO,FECHA DE CIERRE,TIPO DE PISTOLA,DIAMETRO DE LA PISTOLA,DENSIDAD DE CARGA,LONGITUD DEL DISPARO,FASE DEL DISPARO,DIAMETRO DEL DISPARO
MOLOACAN-472,INTERVALO DISPARADO,383,387,REPARACION,ENCANTO,AISLADO,383,387,30/05/1974,21/06/1978,CJ,1.6875,13,4,SIN INFORMACION,0.31
MOLOACAN-472,INTERVALO DISPARADO,332,337,REPARACION,ENCANTO,AISLADO,332,337,30/05/1974,21/06/1978,CJ,1.6875,13,5,SIN INFORMACION,0.31
MOLOACAN-472,INTERVALO DISPARADO,320,324,REPARACION,ENCANTO,AISLADO,320,324,30/05/1974,21/06/1978,CJ,1.6875,13,4,SIN INFORMACION,0.31
MOLOACAN-472,INTERVALO DISPARADO,276,284,REPARACION,ENCANTO,CEMENTADO,276,284,30/10/1976,24/06/1978,CJ,1.6875,13,8,SIN INFORMACION,0.31
MOLOACAN-472,INTERVALO DISPARADO,271,274,REPARACION,ENCANTO,CEMENTADO,271,274,30/10/1976,24/06/1978,CJ,1.6875,13,3,SIN INFORMACION,0.31
MOLOACAN-472,INTERVALO DISPARADO,252,260,REPARACION,ENCANTO,SIN INFORMACION,252,260,24/06/1978,SIN INFORMACION,CJ,1.6875,13,8,SIN INFORMACION,0.31
MOLOACAN-473,INTERVALO DISPARADO,310,323,TERMINACION,ENCANTO,AIDLADO TXC,310,323,10/05/1974,25/11/1984,CJ,1.6875,13,13,SIN INFORMACION,0.27
MOLOACAN-473,INTERVALO DISPARADO,297,307,TERMINACION,ENCANTO,AIDLADO TXC,297,307,10/05/1974,25/11/1984,CJ,1.6875,13,10,SIN INFORMACION,0.27
MOLOACAN-473,INTERVALO DISPARADO,290,292,TERMINACION,ENCANTO,AIDLADO TXC,290,292,10/05/1974,25/11/1984,CJ,1.6875,13,2,SIN INFORMACION,0.27
MOLOACAN-473,INTERVALO DISPARADO,250,256,REPARACION,ENCANTO,SIN INFORMACION,250,256,27/11/1984,SIN INFORMACION,CJ,1.6875,13,6,SIN INFORMACION,SIN INFORMACION
MOLOACAN-474,INTERVALO DISPARADO,305,313,TERMINACION,ENCANTO,AISLADO TXC,305,313,19/11/1973,10/11/1984,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,8,SIN INFORMACION,SIN INFORMACION
MOLOACAN-474,INTERVALO DISPARADO,292,300,TERMINACION,ENCANTO,AISLADO TXC,292,300,19/11/1973,10/11/1984,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,8,SIN INFORMACION,SIN INFORMACION
MOLOACAN-474,INTERVALO DISPARADO,285,287,TERMINACION,ENCANTO,AISLADO TXC,285,287,19/11/1973,10/11/1984,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,2,SIN INFORMACION,SIN INFORMACION
MOLOACAN-474,INTERVALO DISPARADO,233,243,REPARACION,ENCANTO,SIN INFORMACION,233,243,14/11/1984,SIN INFORMACION,CJ,1.6875,4,10,SIN INFORMACION,SIN INFORMACION
MOLOACAN-475,CEDAZOS,384,387,TERMINACION,ENCANTO,ABIERTO,384,387,07/07/1974,SIN INFORMACION,CJ,1.6875,13,3,SIN INFORMACION,0.31
MOLOACAN-475,CEDAZOS,329,338,TERMINACION,ENCANTO,ABIERTO,329,338,05/07/1974,SIN INFORMACION,CJ,1.6875,13,9,SIN INFORMACION,0.31
MOLOACAN-475,CEDAZOS,317,326,TERMINACION,ENCANTO,ABIERTO,317,326,08/07/1974,SIN INFORMACION,CJ,1.6875,13,9,SIN INFORMACION,0.31
MOLOACAN-475,CEDAZOS,311,314,TERMINACION,ENCANTO,ABIERTO,311,314,05/07/1974,SIN INFORMACION,CJ,1.6875,13,3,SIN INFORMACION,0.31
MOLOACAN-476,INTERVALO DISPARADO,352,357,TERMINACION,ENCANTO,AISLADO,352,357,22/07/1974,01/03/1986,CJ,1.6875,13,5,SIN INFORMACION,0.31
MOLOACAN-476,INTERVALO DISPARADO,298,307,TERMINACION,ENCANTO,AISLADO,298,307,22/07/1974,01/03/1986,CJ,1.6875,13,9,SIN INFORMACION,0.31
MOLOACAN-476,INTERVALO DISPARADO,292,295,TERMINACION,ENCANTO,AISLADO,292,295,22/07/1974,01/03/1986,CJ,1.6875,13,3,SIN INFORMACION,0.31
MOLOACAN-476,INTERVALO DISPARADO,259,266,REPARACION,ENCANTO,AISLADO,259,266,01/03/1986,20/03/1986,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,7,SIN INFORMACION,SIN INFORMACION
MOLOACAN-476,INTERVALO DISPARADO,250,255,REPARACION,ENCANTO,AISLADO,250,255,01/03/1986,20/03/1986,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,5,SIN INFORMACION,SIN INFORMACION
MOLOACAN-476,INTERVALO DISPARADO,230,240,REPARACION,ENCANTO,AISLADO,230,240,01/03/1986,20/03/1986,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,10,SIN INFORMACION,SIN INFORMACION
MOLOACAN-476,INTERVALO DISPARADO,183,188,REPARACION,ENCANTO,TAPONADO,183,188,01/03/1986,01/12/2003,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,5,SIN INFORMACION,SIN INFORMACION
MOLOACAN-476,INTERVALO DISPARADO,195,201,REPARACION,ENCANTO,TAPONADO,195,201,01/03/1986,01/12/2003,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,6,SIN INFORMACION,SIN INFORMACION
MOLOACAN-477,INTERVALO DISPARADO,373,379,TERMINACION,ENCANTO,SIN INFORMACION,373,379,05/08/1974,SIN INFORMACION,CJ,1.6875,13,6,90,0.31
MOLOACAN-480,INTERVALO DISPARADO,594,596,TERMINACION,ENCANTO,AISLADO TXC,594,596,23/03/1974,01/01/1982,CJ,1.6875,13,2,90,0.31
MOLOACAN-481,INTERVALO DISPARADO,575,580,TERMINACION,ENCANTO,AISLADO TXC,575,580,07/03/1974,15/12/1976,CJ,1.6875,13,5,90,0.31
MOLOACAN-481,INTERVALO DISPARADO,541,545,REPARACION,ENCANTO,TAPONADO,541,545,20/12/1976,SIN INFORMACION,CJ,1.6875,13,4,SIN INFORMACION,SIN INFORMACION
MOLOACAN-483,INTERVALO DISPARADO,387,390,TERMINACION,ENCANTO,SIN INFORMACION,387,390,13/10/1974,SIN INFORMACION,CJ,1.6875,13,3,SIN INFORMACION,0.31
MOLOACAN-483,INTERVALO DISPARADO,355,359,TERMINACION,ENCANTO,SIN INFORMACION,355,359,13/10/1974,SIN INFORMACION,CJ,1.6875,13,4,SIN INFORMACION,0.31
MOLOACAN-483,INTERVALO DISPARADO,341,345,REPARACION,ENCANTO,ABIERTO,341,345,24/08/1978,SIN INFORMACION,CJ,1.6875,13,4,SIN INFORMACION,0.31
MOLOACAN-483,INTERVALO DISPARADO,324,336,REPARACION,ENCANTO,ABIERTO,324,336,26/08/1978,SIN INFORMACION,CJ,1.6875,13,12,SIN INFORMACION,0.31
MOLOACAN-483,INTERVALO DISPARADO,387,390,REPARACION,ENCANTO,ABIERTO,387,390,19/11/1990,SIN INFORMACION,CJ,1.6875,13,3,SIN INFORMACION,SIN INFORMACION
MOLOACAN-485,INTERVALO DISPARADO,413,419,TERMINACION,ENCANTO,CEMENTADO,413,419,09/04/1974,19/05/1990,CJ,1.6875,13,6,SIN INFORMACION,0.31
MOLOACAN-485,INTERVALO DISPARADO,398,400,TERMINACION,ENCANTO,CEMENTADO,398,400,09/04/1974,19/05/1990,CJ,1.6875,13,2,SIN INFORMACION,0.31
MOLOACAN-485,INTERVALO DISPARADO,373,377,REPARACION,ENCANTO,AISLADO TXC,373,377,22/05/1990,28/10/1990,CJ,1.6875,13,4,SIN INFORMACION,0.31
MOLOACAN-485,INTERVALO DISPARADO,365,368,REPARACION,ENCANTO,AISLADO TXC,365,368,22/05/1990,28/10/1990,CJ,1.6875,13,3,SIN INFORMACION,0.31
MOLOACAN-485,INTERVALO DISPARADO,355,359,REPARACION,ENCANTO,AISLADO TXC,355,359,22/05/1990,28/10/1990,CJ,1.6875,13,4,SIN INFORMACION,0.31
MOLOACAN-485,INTERVALO DISPARADO,324,330,REPARACION,ENCANTO,AISLADO TXC,324,330,22/05/1990,28/10/1990,CJ,1.6875,13,6,SIN INFORMACION,0.31
MOLOACAN-485,INTERVALO DISPARADO,413,419,REPARACION,ENCANTO,ABIERTO,413,419,31/10/1990,SIN INFORMACION,CJ,1.6875,13,6,SIN INFORMACION,SIN INFORMACION
MOLOACAN-485,INTERVALO DISPARADO,398,400,REPARACION,ENCANTO,ABIERTO,398,400,31/10/1990,SIN INFORMACION,CJ,1.6875,13,2,SIN INFORMACION,SIN INFORMACION
MOLOACAN-486,INTERVALO DISPARADO,336,341,TERMINACION,ENCANTO,CEMENTADO,336,341,29/08/1974,04/09/1974,CJ,1.6875,13,5,SIN INFORMACION,SIN INFORMACION
MOLOACAN-486,INTERVALO DISPARADO,220,221,TERMINACION,ENCANTO,CEMENTADO,220,221,29/08/1974,04/09/1974,CJ,1.6875,13,1,SIN INFORMACION,SIN INFORMACION
MOLOACAN-486,INTERVALO DISPARADO,204,205,TERMINACION,ENCANTO,CEMENTADO,204,205,29/08/1974,04/09/1974,CJ,1.6875,13,1,SIN INFORMACION,SIN INFORMACION
MOLOACAN-486,INTERVALO DISPARADO,206,214,TERMINACION,ENCANTO,SIN INFORMACION,206,214,29/08/1974,SIN INFORMACION,CJ,1.6875,13,8,SIN INFORMACION,SIN INFORMACION
MOLOACAN-5,INTERVALO DISPARADO,336,443,TERMINACION,ENCANTO,SIN INFORMACION,336,443,29/12/1967,SIN INFORMACION,CJ,1.6875,13,7,SIN INFORMACION,1.69
MOLOACAN-5,INTERVALO DISPARADO,295,302,REPARACION,ENCANTO,SIN INFORMACION,295,302,11/09/1979,SIN INFORMACION,CJ,1.6875,13,7,SIN INFORMACION,0.27
MOLOACAN-5,INTERVALO DISPARADO,272,294,REPARACION,ENCANTO,SIN INFORMACION,272,294,06/12/1996,SIN INFORMACION,CJ,1.6875,13,7,SIN INFORMACION,SIN INFORMACION
MOLOACAN-500,INTERVALO DISPARADO,465,474,TERMINACION,ENCANTO,SIN INFORMACION,465,474,14/06/1971,SIN INFORMACION,CJ,1.6875,13,9,SIN INFORMACION,0.31
MOLOACAN-500,INTERVALO DISPARADO,496,499,TERMINACION,ENCANTO,SIN INFORMACION,496,499,14/06/1971,SIN INFORMACION,CJ,1.6875,13,3,SIN INFORMACION,0.31
MOLOACAN-500,INTERVALO DISPARADO,431,438,REPARACION,ENCANTO,SIN INFORMACION,431,438,21/02/1975,SIN INFORMACION,CJ,1.6875,13,7,SIN INFORMACION,0.31
MOLOACAN-501,INTERVALO DISPARADO,408,417,TERMINACION,ENCANTO,AISLADO TXC,408,417,14/04/1972,24/02/2006,CJ,1.6875,13,9,90,SIN INFORMACION
MOLOACAN-501,INTERVALO DISPARADO,455,458,REPARACION,ENCANTO,AISLADO TXC,455,458,13/04/1981,24/02/2006,CJ,1.6875,13,3,90,SIN INFORMACION
MOLOACAN-501,INTERVALO DISPARADO,260,270,REPARACION,ENCANTO,CEMENTADO,260,270,21/04/1981,24/02/2006,CJ,1.6875,13,10,90,SIN INFORMACION
MOLOACAN-502,INTERVALO DISPARADO,492,495,TERMINACION,ENCANTO,CEMENTADO,492,495,20/01/1972,17/07/1977,CJ,1.6875,SIN INFORMACION,3,SIN INFORMACION,SIN INFORMACION
MOLOACAN-503,INTERVALO DISPARADO,688,693,TERMINACION,ENCANTO,AISLADO TXC,688,693,12/10/1972,16/09/1984,SCALLOP,1.5625,13,5,SIN INFORMACION,0.31
MOLOACAN-503,INTERVALO DISPARADO,540,543,REPARACION,ENCANTO,AISLADO TXC,540,543,11/03/1975,16/09/1984,CJ,1.6875,13,3,SIN INFORMACION,0.31
MOLOACAN-503,INTERVALO DISPARADO,530,534,REPARACION,ENCANTO,AISLADO TXC,530,534,11/03/1975,16/09/1984,CJ,1.6875,13,4,SIN INFORMACION,0.31
MOLOACAN-503,INTERVALO DISPARADO,497,507,REPARACION,ENCANTO,AISLADO TXC,497,507,SIN INFORMACION,16/09/1984,CJ,1.6875,13,10,SIN INFORMACION,0.31
MOLOACAN-503,INTERVALO DISPARADO,482,484,REPARACION,ENCANTO,OPERASIN INFORMACIONO,482,484,22/09/1984,SIN INFORMACION,CJ,1.6875,13,2,SIN INFORMACION,0.31
MOLOACAN-503,INTERVALO DISPARADO,459,465,REPARACION,ENCANTO,OPERASIN INFORMACIONO,459,465,25/09/1984,SIN INFORMACION,CJ,1.6875,13,6,SIN INFORMACION,0.31
MOLOACAN-503,INTERVALO DISPARADO,453,455,REPARACION,ENCANTO,OPERASIN INFORMACIONO,453,455,26/09/1984,SIN INFORMACION,CJ,1.6875,13,2,SIN INFORMACION,0.31
MOLOACAN-504,INTERVALO DISPARADO,215,216,REPARACION,ENCANTO,CEMENTADO,215,216,SIN INFORMACION,SIN INFORMACION,SCALLOP,1.5625,4,1,SIN INFORMACION,SIN INFORMACION
MOLOACAN-504,INTERVALO DISPARADO,223,227,REPARACION,ENCANTO,CEMENTADO,223,227,23/04/1989,SIN INFORMACION,CJ,1.6875,4,4,SIN INFORMACION,SIN INFORMACION
MOLOACAN-504,INTERVALO DISPARADO,197,294,REPARACION,ENCANTO,CEMENTADO,294,297,23/04/1989,SIN INFORMACION,CJ,1.6875,4,3,SIN INFORMACION,SIN INFORMACION
MOLOACAN-504,INTERVALO DISPARADO,594,597,REPARACION,ENCANTO,AILADO TXC,594,597,23/04/1989,SIN INFORMACION,CJ,1.6875,4,3,SIN INFORMACION,SIN INFORMACION
MOLOACAN-504,INTERVALO DISPARADO,519,522,REPARACION,ENCANTO,CEMENTADO,519,522,02/11/1975,SIN INFORMACION,CJ,1.6875,13,3,SIN INFORMACION,0.31496063
MOLOACAN-504,INTERVALO DISPARADO,530,534,REPARACION,ENCANTO,CEMENTADO,530,534,02/11/1975,14/10/1984,CJ,1.6875,13,4,SIN INFORMACION,0.31496063
MOLOACAN-504,INTERVALO DISPARADO,498,503,REPARACION,ENCANTO,CEMENTADO,498,503,SIN INFORMACION,14/10/1984,CJ,SIN INFORMACION,SIN INFORMACION,5,SIN INFORMACION,0.31496063
MOLOACAN-504,INTERVALO DISPARADO,482,488,REPARACION,ENCANTO,AISLADO TXC,482,488,17/10/1984,14/10/1984,CJ,1.6875,13,6,SIN INFORMACION,0.31496063
MOLOACAN-505,INTERVALO DISPARADO,451,457,TERMINACION,ENCANTO,SIN INFORMACION,451,457,SIN INFORMACION,SIN INFORMACION,CJ,1.6875,13,6,SIN INFORMACION,0.31496063
MOLOACAN-507,INTERVALO DISPARADO,460,464,TERMINACION,ENCANTO,CEMENTADO,460,464,04/09/1972,06/09/2004,SCALLOP,1.5625,13,4,SIN INFORMACION,0.31
MOLOACAN-507,INTERVALO DISPARADO,463.7,464,TERMINACION,ENCANTO,CEMENTADO,463.7,464,05/09/1972,13/09/2004,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,0.3,SIN INFORMACION,SIN INFORMACION
MOLOACAN-507,INTERVALO DISPARADO,413,416,REPARACION,ENCANTO,CEMENTADO,413,416,27/09/1977,13/09/2004,CJ,1.6875,12,3,SIN INFORMACION,0.31
MOLOACAN-507,INTERVALO DISPARADO,431,435,REPARACION,ENCANTO,CEMENTADO,431,435,27/09/1977,13/09/2004,CJ,1.6875,13,4,SIN INFORMACION,0.31
MOLOACAN-508,INTERVALO DISPARADO,272,276,TERMINACION,ENCANTO,CEMENTADO,272,276,04/11/1972,SIN INFORMACION,SCALLOP,1.5625,SIN INFORMACION,4,SIN INFORMACION,SIN INFORMACION
MOLOACAN-508,INTERVALO DISPARADO,263,268,REPARACION,ENCANTO,CEMENTADO,263,268,09/12/1977,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,5,SIN INFORMACION,SIN INFORMACION
MOLOACAN-508,INTERVALO DISPARADO,280,285,REPARACION,ENCANTO,AISLADO TXC,280,285,19/05/1984,SIN INFORMACION,SUPER ION,1.5625,SIN INFORMACION,5,SIN INFORMACION,0.28
MOLOACAN-508,INTERVALO DISPARADO,287,292,REPARACION,ENCANTO,AISLADO TXC,287,292,17/05/1984,SIN INFORMACION,SUPER ION,1.5625,SIN INFORMACION,5,SIN INFORMACION,0.28
MOLOACAN-509,INTERVALO DISPARADO,398,405,TERMINACION,ENCANTO,AISLADO TXC,398,405,10/10/1972,01/06/1990,SCALLOP,1.5625,12,7,0,SIN INFORMACION
MOLOACAN-509,INTERVALO DISPARADO,441,445,TERMINACION,ENCANTO,AISLADO TXC,441,445,10/10/1972,01/06/1990,SCALLOP,1.5625,12,4,0,SIN INFORMACION
MOLOACAN-509,INTERVALO DISPARADO,404,405,TERMINACION,ENCANTO,AISLADO TXC,404,405,07/10/1972,01/06/1990,SCALLOP,1.5625,12,1,0,SIN INFORMACION
MOLOACAN-509,INTERVALO DISPARADO,386,389,REPARACION,ENCANTO,AISLADO TXC,386,389,02/06/1990,01/06/1990,CJ,1.6875,8,3,90,SIN INFORMACION
MOLOACAN-509,INTERVALO DISPARADO,364,372,REPARACION,ENCANTO,CEMENTADO,364,372,03/06/1990,01/06/1990,CJ,1.6875,8,8,90,SIN INFORMACION
MOLOACAN-509,INTERVALO DISPARADO,257,265,REPARACION,ENCANTO,CEMENTADO,257,265,09/06/1990,SIN INFORMACION,SI,1.5625,4,8,0,SIN INFORMACION
MOLOACAN-509,INTERVALO DISPARADO,243,254,REPARACION,ENCANTO,SIN INFORMACION,243,254,09/06/1990,SIN INFORMACION,SI,1.5625,4,11,0,SIN INFORMACION
MOLOACAN-510,INTERVALO DISPARADO,417,422,TERMINACION,ENCANTO,CEMENTADO,417,422,22/09/1972,06/01/1980,SCALLOP,1.5625,4,5,SIN INFORMACION,0.28
MOLOACAN-510,INTERVALO DISPARADO,421.7,422,TERMINACION,ENCANTO,CEMENTADO,421.7,422,23/09/1972,06/01/1980,SCALLOP,1.5625,SIN INFORMACION,0.3,SIN INFORMACION,0.28
MOLOACAN-510,INTERVALO DISPARADO,384,389,REPARACION,ENCANTO,AISLADO TXC,384,389,06/01/1980,08/07/1984,CJ,1.6875,13,5,SIN INFORMACION,0.31
MOLOACAN-510,INTERVALO DISPARADO,363,365,REPARACION,ENCANTO,AISLADO TXC,363,365,29/07/1981,08/07/1984,CJ,1.6875,13,2,SIN INFORMACION,0.31
MOLOACAN-510,INTERVALO DISPARADO,272,277,REPARACION,ENCANTO,AISLADO TXC,272,277,05/05/1982,08/07/1984,CJ,1.6875,13,5,SIN INFORMACION,0.31
MOLOACAN-510,INTERVALO DISPARADO,264,269,REPARACION,ENCANTO,AISLADO TXC,264,269,09/05/1982,08/07/1984,CJ,1.6875,13,5,SIN INFORMACION,0.31
MOLOACAN-511,INTERVALO DISPARADO,449,452,REPARACION,ENCANTO,ABIERTO,449,452,08/11/1988,SIN INFORMACION,CJ,1.6875,4,3,SIN INFORMACION,SIN INFORMACION
MOLOACAN-511,INTERVALO DISPARADO,466,476,REPARACION,ENCANTO,ABIERTO,466,476,08/11/1988,SIN INFORMACION,CJ,1.6875,4,10,SIN INFORMACION,SIN INFORMACION
MOLOACAN-511,INTERVALO DISPARADO,494,497,REPARACION,ENCANTO,ABIERTO,494,497,29/05/1975,SIN INFORMACION,CJ,1.6875,13,3,SIN INFORMACION,0.31
MOLOACAN-511,INTERVALO DISPARADO,507,512,TERMINACION,ENCANTO,ABIERTO,507,512,22/09/1972,SIN INFORMACION,SCALLOP,1.5625,13,5,SIN INFORMACION,0.31
MOLOACAN-511,INTERVALO DISPARADO,529,533,REPARACION,ENCANTO,ABIERTO,529,533,29/05/1975,SIN INFORMACION,CJ,1.6875,13,4,SIN INFORMACION,0.31
MOLOACAN-511,INTERVALO DISPARADO,540,543,TERMINACION,ENCANTO,ABIERTO,540,543,21/09/1972,SIN INFORMACION,SCALLOP,1.5625,13,3,SIN INFORMACION,0.31
MOLOACAN-512,INTERVALO DISPARADO,309,318,REPARACION,ENCANTO,ABIERTO,309,318,24/06/1981,SIN INFORMACION,SCALLOP,1.5625,6,9,0,SIN INFORMACION
MOLOACAN-512,INTERVALO DISPARADO,323,325,REPARACION,ENCANTO,ABIERTO,323,325,01/04/1981,SIN INFORMACION,CJ,1.6875,13,2,90,0.31
MOLOACAN-512,INTERVALO DISPARADO,407,422,REPARACION,ENCANTO,CEMENTADO,407,422,05/10/1975,31/03/1981,CJ,1.6875,13,15,90,0.31
MOLOACAN-512,INTERVALO DISPARADO,437,441,REPARACION,ENCANTO,AISLADO TXC,437,441,05/10/1975,31/03/1981,CJ,1.6875,13,4,90,0.31
MOLOACAN-512,INTERVALO DISPARADO,464,467,TERMINACION,ENCANTO,AISLADO TXC,464,467,28/09/1973,31/03/1981,CJ,1.6875,13,3,90,0.31
MOLOACAN-512,INTERVALO DISPARADO,476,479,TERMINACION,ENCANTO,AISLADO TXC,476,479,28/09/1973,31/03/1981,CJ,1.6875,13,3,90,0.31
MOLOACAN-513,INTERVALO DISPARADO,502,508,TERMINACION,ENCANTO,OPERASIN INFORMACIONO,502,508,08/08/1973,SIN INFORMACION,CJ,1.6875,13,6,SIN INFORMACION,0.31
MOLOACAN-513,INTERVALO DISPARADO,472,479,REPARACION,ENCANTO,OPERASIN INFORMACIONO,472,479,25/05/1976,SIN INFORMACION,CJ,1.6875,13,7,SIN INFORMACION,31
MOLOACAN-515,INTERVALO DISPARADO,522,523,TERMINACION,ENCANTO,AISLADO TXC,522,523,20/07/1973,03/03/1977,CJ,1.6875,SIN INFORMACION,1,SIN INFORMACION,SIN INFORMACION
MOLOACAN-515,INTERVALO DISPARADO,515,523,TERMINACION,ENCANTO,AISLADO TXC,515,523,22/07/1973,03/03/1977,CJ,1.6875,13,8,SIN INFORMACION,0.31
MOLOACAN-515,INTERVALO DISPARADO,326,336,REPARACION,ENCANTO,OPERASIN INFORMACIONO,326,336,22/11/2002,SIN INFORMACION,DESECHABLES,2.125,20,10,45,SIN INFORMACION
MOLOACAN-515,INTERVALO DISPARADO,426,436,REPARACION,ENCANTO,AISLADO TXM,426,436,12/12/1986,SIN INFORMACION,CJ,1.6875,4,10,SIN INFORMACION,SIN INFORMACION
MOLOACAN-515,INTERVALO DISPARADO,467,478,REPARACION,ENCANTO,CEMENTADO,467,478,14/03/1977,12/05/1986,CJ,1.6875,13,11,SIN INFORMACION,SIN INFORMACION
MOLOACAN-515,INTERVALO DISPARADO,480.7,481,REPARACION,ENCANTO,CEMENTADO,480.7,481,12/03/1977,13/03/1977,CJ,1.6875,SIN INFORMACION,0.3,SIN INFORMACION,0.31
MOLOACAN-518,INTERVALO DISPARADO,455,460,REPARACION,ENCANTO,OPERASIN INFORMACIONO,455,460,30/07/1976,SIN INFORMACION,CJ,1.6875,13,5,SIN INFORMACION,0.31
MOLOACAN-518,INTERVALO DISPARADO,486,494,TERMINACION,ENCANTO,OPERASIN INFORMACIONO,486,494,01/08/1973,SIN INFORMACION,CJ,1.6875,13,8,SIN INFORMACION,0.31
MOLOACAN-518,INTERVALO DISPARADO,520,524,TERMINACION,ENCANTO,OPERASIN INFORMACIONO,520,524,31/07/1973,SIN INFORMACION,CJ,1.6875,13,4,SIN INFORMACION,0.31
MOLOACAN-518,INTERVALO DISPARADO,529,531,TERMINACION,ENCANTO,OPERASIN INFORMACIONO,529,531,31/07/1973,SIN INFORMACION,CJ,1.6875,13,2,SIN INFORMACION,0.31
MOLOACAN-519,INTERVALO DISPARADO,430,442,TERMINACION,ENCANTO,SIN INFORMACION,430,442,14/09/1973,06/03/1975,CJ,1.6875,13,12,SIN INFORMACION,0.31
MOLOACAN-519,INTERVALO DISPARADO,465,470,REPARACION,ENCANTO,SIN INFORMACION,465,470,17/03/1973,SIN INFORMACION,CJ,1.6875,13,5,SIN INFORMACION,0.31
MOLOACAN-520,INTERVALO DISPARADO,425,429,TERMINACION,ENCANTO,ABIERTO,425,429,05/08/1973,SIN INFORMACION,CJ,1.6875,13,4,SIN INFORMACION,0.31
MOLOACAN-520,INTERVALO DISPARADO,360,362,TERMINACION,ENCANTO,ABIERTO,360,362,06/09/1973,SIN INFORMACION,CJ,1.6875,13,2,SIN INFORMACION,0.31
MOLOACAN-520,INTERVALO DISPARADO,255,260,TERMINACION,ENCANTO,ABIERTO,255,260,08/09/1973,SIN INFORMACION,CJ,1.6875,13,5,SIN INFORMACION,0.31
MOLOACAN-521,INTERVALO DISPARADO,407,412,TERMINACION,ENCANTO,AILADO TXC,407,412,28/08/1973,08/05/1975,CJ,1 11716,7,5,SIN INFORMACION,0.31
MOLOACAN-521,INTERVALO DISPARADO,260,260.5,REPARACION,ENCANTO,CEMENTADO,260,260.5,09/05/1975,08/05/1975,CJ,1 11716,6,0.5,SIN INFORMACION,0.31
MOLOACAN-521,INTERVALO DISPARADO,240,245,REPARACION,ENCANTO,SIN INFORMACION,240,245,12/05/1975,SIN INFORMACION,CJ,1 11716,13,5,SIN INFORMACION,0.31
MOLOACAN-522,INTERVALO DISPARADO,341,347,TERMINACION,ENCANTO,AISLADO TXC,341,347,07/09/1973,11/05/1975,CJ,1.6875,13,6,SIN INFORMACION,0.31
MOLOACAN-522,INTERVALO DISPARADO,255,255.3,REPARACION,ENCANTO,AISLADO TXC,255,255.3,11/05/1975,11/05/1975,CJ,1.6875,13,0.3,SIN INFORMACION,0.31
MOLOACAN-522,INTERVALO DISPARADO,230,236,REPARACION,ENCANTO,SIN INFORMACION,230,236,14/05/1975,SIN INFORMACION,CJ,1.6875,13,6,SIN INFORMACION,0.31
MOLOACAN-523,INTERVALO DISPARADO,339,343,TERMINACION,ENCANTO,AISLADO TXC,339,343,26/07/1973,01/09/1976,CJ,1.6875,13,4,SIN INFORMACION,0.31
MOLOACAN-523,INTERVALO DISPARADO,317,319,TERMINACION,ENCANTO,AISLADO TXC,317,319,27/07/1973,01/09/1976,CJ,1.6875,13,2,SIN INFORMACION,0.31
MOLOACAN-523,INTERVALO DISPARADO,256,259,REPARACION,ENCANTO,SIN INFORMACION,256,259,22/09/1976,SIN INFORMACION,CJ,1.6875,13,3,SIN INFORMACION,0.31
MOLOACAN-523,INTERVALO DISPARADO,248,250,REPARACION,ENCANTO,SIN INFORMACION,248,250,22/09/1976,SIN INFORMACION,CJ,1.6875,13,2,SIN INFORMACION,0.31
MOLOACAN-523,INTERVALO DISPARADO,228,234,REPARACION,ENCANTO,SIN INFORMACION,228,234,25/09/1976,SIN INFORMACION,CJ,1.6875,13,6,SIN INFORMACION,0.31
MOLOACAN-524,INTERVALO DISPARADO,359,366,TERMINACION,ENCANTO,AISLADO TXC,359,366,14/08/1973,09/06/1985,CJ,1.6875,13,7,SIN INFORMACION,0.31
MOLOACAN-524,INTERVALO DISPARADO,326,332,REPARACION,ENCANTO,AISLADO TXC,326,332,25/03/1979,09/06/1985,CJ,1.6875,13,6,SIN INFORMACION,0.31
MOLOACAN-524,INTERVALO DISPARADO,313,315,REPARACION,ENCANTO,AISLADO TXC,313,315,25/06/1982,09/06/1985,CJ,1.6875,13,2,SIN INFORMACION,0.31
MOLOACAN-524,INTERVALO DISPARADO,228,232,REPARACION,ENCANTO,ABIERTO,228,232,11/06/1985,SIN INFORMACION,CJ,1.6875,13,4,SIN INFORMACION,0.31
MOLOACAN-530,INTERVALO DISPARADO,317,323,TERMINACION,ENCANTO,AISLADO TXC,317,323,27/03/1975,15/10/2007,CJ,1.6875,13,6,SIN INFORMACION,0.31
